year,player,team,price_cr,pred_war,actual_war,shortfall,wasted_cr,wasted_median,wasted_ci_low,wasted_ci_high,pct_wasted
2022,Mustafizur Rahman,DC,2.0,5.2313824,5.082194578684323,0.1491878213156772,0.15136935065881402,0.05421884327824414,0.0,2.0,8.0
2016,Ashish Nehra,SRH,5.5,3.9057589,3.760911788318836,0.14484711168116382,0.14696516811240865,0.271007280392319,0.0,5.5,3.0
2014,Brendon McCullum,CSK,3.25,5.6712995,5.5302362584377995,0.1410632415622004,0.1431259675809334,0.1571701610258815,0.0,3.25,4.0
2022,Ravi Bishnoi,LSG,4.0,5.2286496,5.095116323005497,0.1335332769945028,0.1354858945706542,0.13257453209801118,0.0,4.0,3.0
2013,Manpreet Gony,PBKS,3.75,0.18225677,0.0709297812279448,0.11132698877205521,0.11295489036983651,0.3550260169052163,0.0,3.75,3.0
2023,Adam Zampa,RR,1.5,2.037264,1.9310795454545489,0.10618445454545111,0.10773715838771533,0.3929564865715294,0.0,1.5,7.0
2014,Pawan Suyal,MI,0.1,0.831834,-0.3780895140664966,1.2099235140664966,0.1,0.1,0.0,0.1,100.0
2014,Pawan Negi,CSK,0.1,2.0291996,-1.2075166240409212,3.2367162240409213,0.1,0.1,0.0,0.1,100.0
2014,Amit Mishra,RR,0.1,11.114684,-0.3255014464802359,11.440185446480235,0.1,0.1,0.0,0.1,100.0
2016,Swapnil Singh,PBKS,0.1,3.5700119,-0.3479235957849194,3.9179354957849193,0.1,0.1,0.0,0.1,100.0
2017,Shashank Singh,DC,0.1,2.583043,-0.4113331936880329,2.9943761936880327,0.1,0.1,0.0,0.1,100.0
2016,Sarabjit Ladda,GL,0.1,1.7175782,-0.3286291985367477,2.0462073985367475,0.1,0.1,0.0,0.1,100.0
2014,Yogesh Takawale,RCB,0.1,1.6793853,0.9653423336547732,0.7140429663452269,0.1,0.1,0.0,0.1,100.0
2017,Ishank Jaggi,KKR,0.1,0.3947364,-0.8510682865521567,1.2458046865521566,0.1,0.1,0.0,0.1,100.0
2017,Akshdeep Nath,GL,0.1,1.5455693,-0.1037767071638039,1.6493460071638038,0.1,0.1,0.0,0.1,100.0
2025,Rohit Sharma,MI,16.3,5.799124,5.729411764705879,0.06971223529412107,0.07073161667209554,0.0,0.0,12.476676211914736,0.0
2021,Tom Curran,DC,5.0,0.17715588,0.1167413169346538,0.06041456306534619,0.061297987334951724,0.07238875515714355,0.0,5.0,1.0
2022,Matthew Wade,GT,2.4,1.2904615,1.2307203389830506,0.05974116101694937,0.06061473832776597,0.09696587964264425,0.0,2.4,3.0
2014,Rajat Bhatia,RR,1.7,6.9080563,6.849393274915091,0.05866302508490939,0.059520837133180474,0.00896652592202878,0.0,1.7,4.0
2022,Dwayne Bravo,CSK,4.4,4.0626006,4.021488242279526,0.041112357720473724,0.04171353155585653,0.0,0.0,4.4,1.0
2020,Rahul Tripathi,KKR,0.6,3.364873,3.3256226305045207,0.03925036949547911,0.03982431602830077,0.16387136013082726,0.0,0.6,7.0
2014,Ravi Rampaul,RCB,0.9,1.7974924,1.7673508029013452,0.030141597098654938,0.030582348749425333,0.0,0.0,0.9,3.0
2022,Ravindra Jadeja,CSK,16.0,6.6302686,6.608026954169336,0.022241645830663792,0.022566878832870996,0.0,0.0,11.952378594240356,0.0
2018,Faf Du Plessis,CSK,1.6,1.8689986,1.8506809338521408,0.018317666147859235,0.018585519956882852,0.0,0.0,1.6,1.0
2014,Aaron Finch,SRH,4.0,3.4314702,3.4164320154291263,0.015038184570873803,0.015258083491707639,0.0,0.0,4.0,0.0
