Rank,Player,Year,Team,Price (Cr),Prior WAR,Predicted (Cr),Overpaid (Cr),Premium %,Next WAR,Shortfall,Dud Score
155,Dirk Nannes,2011,RCB,6.001494023904383,10.417440580985918,9.049843859583477,-3.048349835679095,-33.684004751650996,1.1826923076923066,9.234748273293611,53.92670157068063
156,Varun Chakravarthy,2022,KKR,8.81283422459893,16.072677497050833,11.873950522285186,-3.0611162976862563,-25.78009982390539,8.84211647727274,7.230561019778094,53.66492146596858
157,Sunil Narine,2018,KKR,16.97429136453527,26.972377635805056,20.041758136903336,-3.0674667723680678,-15.305377659058127,14.436355029236816,12.53602260656824,60.994764397905755
158,David Warner,2011,DC,6.924800796812749,12.788952464788732,10.141563495776477,-3.216762698963728,-31.718607296630058,11.380232558139532,1.4087199066491998,42.146596858638745
159,Shaun Marsh,2011,PBK,3.693227091633466,4.898371478873239,6.9426785681227745,-3.2494514764893085,-46.804002873028374,5.114950166112955,-0.21657868723971596,33.246073298429316
160,Tushar Deshpande,2022,CSK,0.22032085561497325,-2.1895266914265745,3.4807345496898052,-3.260413694074832,-93.67027699269374,2.382898474880392,-4.572425166306966,16.230366492146597
161,Sandeep Sharma,2022,PBK,0.5508021390374331,0.1668737486116189,3.897799942650017,-3.346997803612584,-85.86889663036537,8.661688845693789,-8.494815097082169,8.900523560209423
162,Lalit Yadav,2022,DC,0.716042780748663,1.102919367490129,4.077022646127962,-3.3609798653792993,-82.43711544186039,1.4897652511961716,-0.38684588370604267,25.654450261780106
163,Sonu Yadav,2023,RCB,0.20892494929006084,11.68061440677966,3.65818293069022,-3.449257981400159,-94.28883264592126,12.446499360613808,-0.7658849538341492,23.036649214659686
164,Murali Kartik,2011,PWI,3.4624003984063747,12.122964348591545,6.921397617693207,-3.458997219286832,-49.97541552076966,6.875218408693109,5.247745939898436,45.287958115183244
165,Moeen Ali,2022,CSK,8.81283422459893,16.910157610288408,12.361266881680935,-3.548432657082005,-28.706059751372948,10.177526913875605,6.732630696412803,52.09424083769633
166,Mahipal Lomror,2022,RCB,1.046524064171123,3.7475977960787974,4.629184870149303,-3.58266080597818,-77.3929083947479,3.3876981160287083,0.3598996800500891,29.319371727748692
167,Dale Steyn,2011,DCH,10.156374501992032,19.26763864436619,13.84312569615999,-3.686751194167959,-26.632360892241586,14.41474823409088,4.852890410275311,49.738219895287955
168,Ravi Bishnoi,2022,LSG,4.406417112299465,8.268538018194835,8.162446241985345,-3.7560291296858797,-46.015973867808334,13.025463516746411,-4.756925498551576,24.083769633507853
169,Riley Meredith,2022,MI,1.1016042780748663,-2.3364688128772677,4.904856661430643,-3.803252383355777,-77.54054085336814,-0.7123729066985618,-1.624095906178706,23.298429319371728
170,Aiden Markram,2022,SRH,2.864171122994652,4.071150941758259,6.672265202539387,-3.8080940795447353,-57.07348200271504,4.770275119617224,-0.6991241778589652,28.79581151832461
171,Shaun Tait,2011,RR,2.677589641434263,4.110018705985908,6.684731755046589,-4.007142113612327,-59.94469577013564,8.44462785292891,-4.334609146943002,21.98952879581152
172,Yashasvi Jaiswal,2022,RR,4.406417112299465,9.666187270501837,8.72914714520784,-4.322730032908375,-49.520645728620615,23.84765625,-14.181468979498163,10.471204188481675
173,JP Duminy,2011,DCH,2.769920318725099,5.739838248239437,7.228995569373585,-4.459075250648485,-61.6831924692254,6.284861983009179,-0.5450237347697424,28.534031413612567
174,Dwayne Bravo,2011,CSK,1.846613545816733,2.9569212147887294,6.324602633237206,-4.4779890874204735,-70.80269460547032,16.69999466945788,-13.743073454669151,6.544502617801047
175,Kumar Sangakkara,2011,DCH,6.463147410358565,14.676936619718308,11.104104967678893,-4.640957557320328,-41.79497195702783,0.666112956810629,14.01082366290768,56.282722513089
176,Amit Mishra,2011,DCH,2.769920318725099,13.839001980633796,7.515987819681825,-4.746067500956725,-63.14629047865649,2.6647482340908804,11.174253746542917,48.42931937172775
177,Naman Ojha,2011,DC,2.4929282868525897,13.260651408450704,7.310096599319911,-4.817168312467321,-65.89746451388183,2.418189368770765,10.842462039679939,47.90575916230366
178,Ryan Harris,2011,PBK,3.0007470119521913,7.744118617957747,7.959435215681115,-4.958688203728924,-62.29949826037491,3.0686764971696165,4.67544212078813,41.09947643979057
179,Sunil Narine,2022,KKR,6.6096256684491985,15.751965049168934,11.692462144412834,-5.082836475963636,-43.47105351452804,10.51374102870814,5.238224020460795,46.596858638743456
180,Jesse Ryder,2011,PWI,1.3849601593625496,3.835756919733626,6.597259500322344,-5.212299340959794,-79.0070383119706,2.6713654760238423,1.1643914437097838,30.36649214659686
181,Sherfane Rutherford,2022,RCB,1.1016042780748663,2.9749863463207005,6.33009223561236,-5.228487957537494,-82.59734239135776,5.029411764705884,-2.0544254183851836,21.727748691099478
182,Lasith Malinga,2011,MI,4.616533864541832,13.013721390845063,10.251632606757225,-5.635098742215392,-54.96781789176774,17.371995202611085,-4.358273811766022,22.774869109947645
183,Albie Morkel,2011,CSK,4.616533864541832,13.2723096390845,10.379741555568252,-5.76320769102642,-55.523614534840945,10.847465240608893,2.4248443984756083,38.481675392670155
184,Ansh Patel,2022,PBK,0.22032085561497325,9.223554946570482,6.02170318012398,-5.801382324509007,-96.34122026568508,21.554754784688996,-12.331199838118513,4.057591623036649
185,Faf Du Plessis,2022,RCB,7.711229946524064,18.963685740514073,13.642515699456359,-5.931285752932295,-43.47648105084205,25.21484375,-6.251158009485927,20.94240837696335
186,Stuart Binny,2014,RR,6.417445482866043,17.862200070571625,12.93958107752328,-6.522135594657238,-50.40453439398068,3.994474079924323,13.867725990647301,53.403141361256544
187,Ruturaj Gaikwad,2022,CSK,6.6096256684491985,18.830492656058752,13.555526377296077,-6.945900708846879,-51.24036142543642,17.55859375,1.2718989060587518,35.86387434554974
188,Suresh Raina,2011,CSK,12.002988047808765,26.30353763204225,19.40820992964263,-7.4052218818338655,-38.15509987102772,13.96442174952252,12.33911588251973,55.23560209424084
189,Murali Vijay,2011,CSK,8.309760956175298,22.11861795774648,15.87444263925605,-7.564681683080751,-47.65321123384819,7.036046511627909,15.082571446118571,55.49738219895288
190,Kieron Pollard,2011,MI,8.309760956175298,25.7133857834507,18.865850311267607,-10.55608935509231,-55.953424737965285,13.074172785983826,12.639212997466874,51.30890052356021
191,Chris Gayle,2014,RCB,12.03271028037383,31.842557633498,25.323027965363632,-13.290317684989802,-52.48312999206908,13.011574532674135,18.830983100823865,56.544502617801044
