player_id,canonical_name,aliases
P0182,Chris Lynn,Chris Lynn
P0183,Christopher Morris,Chris Morris|Christopher Morris
P0184,Chris Woakes,Chris Woakes
P0185,Christopher Barnwell,Christopher Barnwell
P0186,Clinton McKay,Clint McKay|Clinton McKay
P0187,Colin Ingram,Colin Ingram
P0188,Colin Munro,Colin Munro
P0189,Cooper Connolly,Cooper Connolly
P0190,Corey Anderson,Corey Anderson
P0191,Devdutt Padikkal,D Padikkal|Devdutt Padikkal
P0192,D Wiese,D Wiese
P0193,DA Miller,DA Miller|David Miller
P0194,DA Warner,DA Warner|David Warner
P0195,DB Das,DB Das
P0196,DB Ravi Teja,DB Ravi Teja
P0197,DE Bollinger,DE Bollinger
P0198,DH Yagnik,DH Yagnik
P0199,DJ Bravo,DJ Bravo|Dwayne Bravo
P0200,DJ Hooda,DJ Hooda
P0201,DJ Hussey,DJ Hussey|David Hussey
P0202,DJ Jacobs,DJ Jacobs
P0203,DJ Willey,DJ Willey
P0204,DL Chahar,DL Chahar
P0205,Daniel Vettori,DL Vettori|Daniel Vettori
P0206,DP Conway,DP Conway
P0207,Mahela Jayawardene,DPMD Jayawardene|Mahela Jayawardene
P0208,Dhruv Shorey,DR Shorey|Dhruv Shorey
P0209,DR Smith,DR Smith|Dwayne Smith
P0210,DS Kulkarni,DS Kulkarni|Dhawal Kulkarni
P0211,Daniel Christian,DT Christian|Dan Christian|Daniel Christian
P0212,Dale Steyn,DW Steyn|Dale Steyn
P0213,Daksh Kamra,Daksh Kamra
P0214,Damien Martyn,Damien Martyn
P0215,Daniel Harris,Daniel Harris
P0216,Daniel Sams,Daniel Sams
P0217,Danish Malewar,Danish Malewar
P0218,Darcy Short,Darcy Short
P0219,Darren Bravo,Darren Bravo
P0220,Darren Sammy,Darren Sammy
P0221,Darshan Nalkande,Darshan Nalkande
P0222,Daryl Mitchell,Daryl Mitchell
P0223,David Wiese,David Wiese
P0224,David Willey,David Willey
P0225,Davy Jacobs,Davy Jacobs
P0226,Dawid Malan,Dawid Malan
P0227,Debabrata Das,Debabrata Das
P0228,Deepak Chahar,Deepak Chahar
P0229,Deepak Hooda,Deepak Hooda
P0230,Deepak Punia,Deepak Punia
P0231,Devon Conway,Devon Conway
P0232,Dewald Brevis,Dewald Brevis
P0233,Dhruv Jurel,Dhruv Jurel
P0234,Digvijay Deshmukh,Digvijay Deshmukh
P0235,Dinesh Chandimal,Dinesh Chandimal
P0236,KD Karthik,Dinesh Karthik|KD Karthik
P0237,Dinesh Salunkhe,Dinesh Salunkhe
P0238,Dirk Nannes,Dirk Nannes
P0239,Dishant Yagnik,Dishant Yagnik
P0240,Dominic Drakes,Dominic Drakes
P0241,Domnic Joseph Muthuswamy,Domnic Joseph Muthuswamy
P0242,Donovan Ferreira,Donovan Ferreira
P0243,Doug Bollinger,Doug Bollinger
P0244,Doug Bracewell,Doug Bracewell
P0245,Duan Jansen,Duan Jansen
P0246,Dushmantha Chameera,Dushmanta Chameera|Dushmantha Chameera
P0247,Dwaine Pretorius,Dwaine Pretorius
P0248,E Lewis,E Lewis
P0249,EJG Morgan,EJG Morgan
P0250,Eklavya Dwivedi,Eklavya Dwivedi
P0251,Eoin Morgan,Eoin Morgan
P0252,Evin Lewis,Evin Lewis
