year,player_name,team_x,base_price_lakh,final_price_lakh,role,nationality,status,source,matches_played,team_y,bat_innings,runs,balls_faced,fours,sixes,bat_dots,dismissals,highest_score,not_outs,fifties,hundreds,batting_avg,batting_sr,bowl_innings,overs,balls_bowled,runs_conceded,wickets,bowl_dots,wides,no_balls,fours_conceded,sixes_conceded,bowling_avg,economy,bowling_sr,four_wickets,five_wickets,best_figures,catches,run_outs,stumpings,season,player,batting_war,bowling_war,total_war,inflation_factor,price_2024_lakh,base_price_2024_lakh,price_2024_cr,price_nominal_cr
2014,Yuvraj Singh,RCB,,1400.0,All-Rounder,Indian,SOLD,kaggle_main,14.0,Royal Challengers Bangalore,14.0,376.0,288.0,22.0,28.0,133.0,11.0,83.0,3.0,3.0,0.0,34.18181818181818,130.55555555555557,10.0,22.4,136.0,191.0,5.0,33.0,4.0,0.0,9.0,9.0,38.2,8.426470588235293,27.2,1.0,0.0,4/35,3.0,2.0,0.0,2014.0,Yuvraj Singh,10.081774349083894,2.1409207161125288,12.222695065196422,1.6043613707165107,2246.105919003115,,22.46105919003115,14.0
2014,Dinesh Karthik,DC,,1250.0,Wicket-Keeper,Indian,SOLD,kaggle_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6043613707165107,2005.4517133956385,,20.054517133956384,12.5
2014,Kevin Pietersen,DC,,900.0,Batsman,Overseas,SOLD,kaggle_main,11.0,Delhi Daredevils,11.0,294.0,239.0,34.0,7.0,96.0,10.0,58.0,1.0,1.0,0.0,29.4,123.01255230125524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2014.0,KP Pietersen,6.113000241080041,0.0,6.113000241080041,1.6043613707165107,1443.9252336448596,,14.439252336448597,9.0
2014,Mitchell Johnson,PBKS,,650.0,All-Rounder,Overseas,SOLD,kaggle_main,8.0,Kings XI Punjab,8.0,56.0,51.0,4.0,3.0,27.0,3.0,16.0,5.0,0.0,0.0,18.666666666666668,109.80392156862746,14.0,53.3,321.0,450.0,17.0,135.0,13.0,6.0,44.0,16.0,26.470588235294116,8.411214953271028,18.88235294117647,0.0,0.0,2/26,4.0,2.0,0.0,2014.0,MG Johnson,0.4623975409836065,6.9315217391304245,7.393919280114031,1.6043613707165107,1042.834890965732,,10.42834890965732,6.5
2014,Glenn Maxwell,PBKS,,600.0,All-Rounder,Overseas,SOLD,kaggle_main,16.0,Kings XI Punjab,16.0,552.0,312.0,48.0,36.0,109.0,16.0,95.0,0.0,4.0,0.0,34.5,176.9230769230769,7.0,11.0,66.0,133.0,1.0,14.0,4.0,0.0,8.0,9.0,133.0,12.090909090909092,66.0,0.0,0.0,1/21,9.0,1.0,0.0,2014.0,GJ Maxwell,29.005255544840885,-3.617039641943736,25.38821590289715,1.6043613707165107,962.6168224299065,,9.626168224299064,6.0
2014,David Warner,SRH,,550.0,Batsman,Overseas,SOLD,kaggle_main,14.0,Sunrisers Hyderabad,14.0,528.0,386.0,39.0,24.0,130.0,11.0,90.0,3.0,6.0,0.0,48.0,136.78756476683938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,1.0,0.0,2014.0,DA Warner,16.519322565091606,0.0,16.519322565091606,1.6043613707165107,882.3987538940809,,8.82398753894081,5.5
2014,Jacques Kallis,KKR,,550.0,All-Rounder,Overseas,SOLD,kaggle_main,7.0,Kolkata Knight Riders,7.0,151.0,131.0,13.0,4.0,53.0,6.0,72.0,1.0,1.0,0.0,25.166666666666668,115.2671755725191,8.0,22.0,132.0,193.0,4.0,39.0,2.0,0.0,20.0,5.0,48.25,8.772727272727273,33.0,0.0,0.0,1/16,2.0,0.0,0.0,2014.0,JH Kallis,2.082334860173578,0.7759526854219914,2.8582875455955694,1.6043613707165107,882.3987538940809,,8.82398753894081,5.5
2014,Michael Hussey,MI,,500.0,Batsman,Overseas,SOLD,kaggle_main,9.0,Mumbai Indians,9.0,209.0,187.0,17.0,7.0,79.0,9.0,56.0,0.0,2.0,0.0,23.22222222222222,111.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,2014.0,MEK Hussey,2.1537909836065587,0.0,2.1537909836065587,1.6043613707165107,802.1806853582553,,8.021806853582554,5.0
2014,Mitchell Starc,RCB,,500.0,Bowler,Overseas,SOLD,kaggle_main,8.0,Royal Challengers Bangalore,8.0,85.0,84.0,9.0,0.0,35.0,6.0,29.0,2.0,0.0,0.0,14.166666666666666,101.1904761904762,14.0,53.4,322.0,419.0,14.0,127.0,16.0,2.0,45.0,6.0,29.928571428571427,7.807453416149069,23.0,0.0,0.0,2/22,9.0,1.0,0.0,2014.0,MA Starc,-0.1428158148505307,10.806521739130424,10.663705924279894,1.6043613707165107,802.1806853582553,,8.021806853582554,5.0
2014,Murali Vijay,DC,,500.0,Batsman,Indian,SOLD,kaggle_main,11.0,Delhi Daredevils,11.0,207.0,197.0,20.0,5.0,90.0,11.0,52.0,0.0,1.0,0.0,18.818181818181817,105.0761421319797,1.0,1.0,6.0,13.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0/13,8.0,0.0,0.0,2014.0,M Vijay,0.6219081485053053,-0.510031969309463,0.1118761791958422,1.6043613707165107,802.1806853582553,,8.021806853582554,5.0
2014,Robin Uthappa,KKR,,500.0,Batsman,Indian,SOLD,kaggle_main,16.0,Kolkata Knight Riders,16.0,660.0,485.0,74.0,18.0,171.0,15.0,83.0,1.0,5.0,0.0,44.0,136.08247422680412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,6.0,7.0,2014.0,RV Uthappa,20.3286824975892,0.0,20.3286824975892,1.6043613707165107,802.1806853582553,,8.021806853582554,5.0
2014,Faf Du Plessis,CSK,,475.0,Batsman,Overseas,SOLD,kaggle_main,12.0,Chennai Super Kings,12.0,303.0,240.0,26.0,7.0,72.0,11.0,54.0,1.0,2.0,0.0,27.545454545454547,126.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,1.0,0.0,2014.0,F du Plessis,7.109811957569914,0.0,7.109811957569914,1.6043613707165107,762.0716510903426,,7.620716510903426,4.75
2014,Corey Anderson,MI,,450.0,All-Rounder,Overseas,SOLD,kaggle_main,11.0,Mumbai Indians,11.0,265.0,186.0,21.0,15.0,75.0,9.0,95.0,2.0,1.0,0.0,29.444444444444443,142.4731182795699,9.0,18.0,108.0,188.0,4.0,35.0,6.0,0.0,26.0,5.0,47.0,10.444444444444445,27.0,0.0,0.0,2/18,5.0,0.0,0.0,2014.0,CJ Anderson,9.281979267116682,-2.3156074168797964,6.966371850236886,1.6043613707165107,721.9626168224298,,7.219626168224298,4.5
2014,Dwayne Smith,CSK,,450.0,Batsman,Overseas,SOLD,kaggle_main,16.0,Chennai Super Kings,16.0,566.0,425.0,50.0,34.0,197.0,16.0,79.0,0.0,5.0,0.0,35.375,133.1764705882353,5.0,10.0,60.0,99.0,4.0,15.0,2.0,0.0,8.0,4.0,24.75,9.9,15.0,0.0,0.0,1/25,5.0,0.0,0.0,2014.0,DR Smith,16.26997950819672,-0.8536636828644504,15.41631582533227,1.6043613707165107,721.9626168224298,,7.219626168224298,4.5
2014,Bhuvneshwar Kumar,SRH,,425.0,Bowler,Overseas,SOLD,kaggle_main,2.0,Sunrisers Hyderabad,2.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,25.0,14.0,52.3,319.0,362.0,20.0,152.0,8.0,0.0,42.0,8.0,18.1,6.808777429467085,15.95,1.0,0.0,4/14,0.0,1.0,0.0,2014.0,B Kumar,-0.3877531340405015,15.515757672634264,15.128004538593764,1.6043613707165107,681.8535825545171,,6.818535825545171,4.25
2014,Mohammad Shami,DC,,425.0,Bowler,Indian,SOLD,kaggle_main,4.0,Delhi Daredevils,4.0,3.0,8.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,1.5,37.5,12.0,44.0,264.0,381.0,7.0,102.0,16.0,1.0,37.0,13.0,54.42857142857143,8.659090909090908,37.714285714285715,0.0,0.0,1/30,0.0,3.0,0.0,2014.0,Mohammed Shami,-0.650506268081003,4.592669437340149,3.942163169259146,1.6043613707165107,681.8535825545171,,6.818535825545171,4.25
2014,Nathan Coulter-Nile,DC,,425.0,Bowler,Overseas,SOLD,kaggle_main,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,24.0,27.0,2.0,12.0,1.0,1.0,4.0,0.0,13.5,6.75,12.0,0.0,0.0,2/27,0.0,0.0,0.0,2014.0,NM Coulter-Nile,0.0,1.456528132992326,1.456528132992326,1.6043613707165107,681.8535825545171,,6.818535825545171,4.25
2014,Piyush Chawla,KKR,,425.0,Bowler,Indian,SOLD,kaggle_main,5.0,Kolkata Knight Riders,5.0,31.0,20.0,4.0,1.0,7.0,3.0,17.0,2.0,0.0,0.0,10.333333333333334,155.0,11.0,39.3,237.0,304.0,14.0,79.0,1.0,0.0,21.0,12.0,21.714285714285715,7.69620253164557,16.928571428571427,0.0,0.0,3/19,2.0,2.0,0.0,2014.0,PP Chawla,1.3112343297974929,6.227065217391299,7.538299547188792,1.6043613707165107,681.8535825545171,,6.818535825545171,4.25
2014,Aaron Finch,SRH,,400.0,Batsman,Overseas,SOLD,kaggle_main,13.0,Sunrisers Hyderabad,13.0,309.0,268.0,31.0,9.0,115.0,11.0,88.0,2.0,2.0,0.0,28.09090909090909,115.29850746268656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1.0,0.0,2014.0,AJ Finch,4.270540019286408,0.0,4.270540019286408,1.6043613707165107,641.7445482866043,,6.417445482866043,4.0
2014,Steven Smith,RR,,400.0,All-Rounder,Overseas,SOLD,kaggle_main,7.0,Rajasthan Royals,7.0,152.0,115.0,13.0,4.0,38.0,4.0,48.0,3.0,0.0,0.0,38.0,132.17391304347825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,1.0,0.0,2014.0,SPD Smith,4.258347396335582,0.0,4.258347396335582,1.6043613707165107,641.7445482866043,,6.417445482866043,4.0
2014,Karn Sharma,SRH,,375.0,Bowler,Indian,SOLD,kaggle_main,8.0,Sunrisers Hyderabad,8.0,42.0,30.0,1.0,3.0,10.0,4.0,17.0,4.0,0.0,0.0,10.5,140.0,14.0,50.4,304.0,393.0,15.0,114.0,3.0,0.0,23.0,21.0,26.2,7.756578947368421,20.266666666666666,1.0,0.0,4/39,0.0,1.0,0.0,2014.0,KV Sharma,1.4043514946962392,7.924197570332474,9.328549065028714,1.6043613707165107,601.6355140186915,,6.016355140186915,3.75
2014,Darren Sammy,SRH,,350.0,All-Rounder,Overseas,SOLD,kaggle_main,9.0,Sunrisers Hyderabad,9.0,108.0,97.0,4.0,8.0,48.0,7.0,29.0,2.0,0.0,0.0,15.428571428571429,111.340206185567,8.0,14.0,84.0,159.0,3.0,20.0,3.0,1.0,16.0,7.0,53.0,11.357142857142858,28.0,0.0,0.0,1/22,5.0,2.0,0.0,2014.0,DJG Sammy,1.0657364995178416,-3.522135549872125,-2.4563990503542836,1.6043613707165107,561.5264797507788,,5.615264797507788,3.5
2014,Quinton De Kock,DC,,350.0,Wicket-Keeper,Overseas,SOLD,kaggle_main,7.0,Delhi Daredevils,7.0,153.0,132.0,19.0,4.0,63.0,7.0,48.0,0.0,0.0,0.0,21.857142857142858,115.90909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,2014.0,Q de Kock,2.204146576663451,0.0,2.204146576663451,1.6043613707165107,561.5264797507788,,5.615264797507788,3.5
2014,Brendon McCullum,CSK,,325.0,Wicket-Keeper,Overseas,SOLD,kaggle_main,14.0,Chennai Super Kings,14.0,405.0,341.0,32.0,19.0,145.0,13.0,71.0,1.0,3.0,0.0,31.153846153846153,118.7683284457478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,2.0,0.0,2014.0,BB McCullum,6.9127953230472485,0.0,6.9127953230472485,1.6043613707165107,521.417445482866,,5.21417445482866,3.25
2014,George Bailey,PBKS,,325.0,Batsman,Overseas,SOLD,kaggle_main,16.0,Kings XI Punjab,16.0,257.0,190.0,19.0,10.0,60.0,9.0,40.0,7.0,0.0,0.0,28.555555555555557,135.26315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,5.0,0.0,2014.0,GJ Bailey,7.769226133076181,0.0,7.769226133076181,1.6043613707165107,521.417445482866,,5.21417445482866,3.25
2014,Pragyan Ojha,MI,,325.0,Bowler,Indian,SOLD,kaggle_main,3.0,Mumbai Indians,3.0,4.0,8.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,50.0,12.0,46.0,276.0,385.0,4.0,100.0,6.0,0.0,20.0,22.0,96.25,8.369565217391305,69.0,0.0,0.0,2/30,0.0,0.0,0.0,2014.0,PP Ojha,-0.525506268081003,4.27849744245524,3.7529911743742375,1.6043613707165107,521.417445482866,,5.21417445482866,3.25
2014,Yusuf Pathan,KKR,,325.0,All-Rounder,Indian,SOLD,kaggle_main,12.0,Kolkata Knight Riders,12.0,268.0,168.0,15.0,20.0,56.0,9.0,72.0,3.0,1.0,0.0,29.77777777777778,159.52380952380955,1.0,1.0,6.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0/10,5.0,1.0,0.0,2014.0,YK Pathan,11.96436837029894,-0.135031969309463,11.829336400989476,1.6043613707165107,521.417445482866,,5.21417445482866,3.25
2014,Virender Sehwag,PBKS,,320.0,Batsman,Indian,SOLD,kaggle_main,17.0,Kings XI Punjab,17.0,455.0,334.0,56.0,18.0,155.0,17.0,122.0,0.0,1.0,1.0,26.764705882352946,136.22754491017963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,2014.0,V Sehwag,14.060113307618131,0.0,14.060113307618131,1.6043613707165107,513.3956386292834,,5.133956386292835,3.2
2014,Rishi Dhawan,PBKS,,300.0,All-Rounder,Indian,SOLD,kaggle_main,6.0,Kings XI Punjab,6.0,82.0,75.0,8.0,1.0,30.0,2.0,23.0,4.0,0.0,0.0,41.0,109.33333333333331,13.0,47.2,284.0,373.0,13.0,85.0,10.0,0.0,25.0,11.0,28.692307692307693,7.880281690140845,21.846153846153847,0.0,0.0,2/18,3.0,1.0,0.0,2014.0,R Dhawan,0.6358787367405974,8.008433503836308,8.644312240576905,1.6043613707165107,481.30841121495325,,4.813084112149532,3.0
2014,Jaydev Unadkat,DC,,280.0,Bowler,Indian,SOLD,kaggle_main,2.0,Delhi Daredevils,2.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,16.666666666666664,9.0,30.7,187.0,278.0,9.0,59.0,2.0,0.0,22.0,12.0,30.88888888888889,8.919786096256685,20.77777777777778,0.0,0.0,3/34,0.0,0.0,0.0,2014.0,JD Unadkat,-0.6441297010607522,0.3714929667519158,-0.2726367343088364,1.6043613707165107,449.221183800623,,4.49221183800623,2.8
2014,Manoj Tiwary,DC,,280.0,Batsman,Indian,SOLD,kaggle_main,8.0,Delhi Daredevils,8.0,152.0,123.0,14.0,4.0,42.0,5.0,61.0,3.0,1.0,0.0,30.4,123.57723577235772,1.0,2.0,12.0,28.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,14.0,0.0,0.0,0.0,0/28,1.0,1.0,0.0,2014.0,MK Tiwary,3.232841128254581,-1.270063938618926,1.9627771896356547,1.6043613707165107,449.221183800623,,4.49221183800623,2.8
2014,Morne Morkel,KKR,,280.0,Bowler,Overseas,SOLD,kaggle_main,1.0,Kolkata Knight Riders,1.0,4.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,100.0,12.0,48.0,288.0,376.0,12.0,148.0,15.0,2.0,42.0,11.0,31.333333333333332,7.833333333333333,24.0,0.0,0.0,2/41,6.0,0.0,0.0,2014.0,M Morkel,-0.0127531340405014,9.677541560102298,9.664788426061795,1.6043613707165107,449.221183800623,,4.49221183800623,2.8
2014,Ranganath Vinay Kumar,KKR,,280.0,Bowler,Indian,SOLD,kaggle_main,2.0,Kolkata Knight Riders,2.0,4.0,7.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,57.14285714285714,9.0,32.0,192.0,294.0,7.0,56.0,2.0,0.0,26.0,9.0,42.0,9.1875,27.428571428571427,0.0,0.0,2/30,1.0,1.0,0.0,2014.0,R Vinay Kumar,-0.3973179845708775,-0.6993670076726346,-1.096684992243512,1.6043613707165107,449.221183800623,,4.49221183800623,2.8
2014,Shakib Al Hasan,KKR,,280.0,All-Rounder,Overseas,SOLD,kaggle_main,11.0,Kolkata Knight Riders,11.0,229.0,160.0,22.0,7.0,47.0,8.0,60.0,3.0,1.0,0.0,28.625,143.125,13.0,50.0,300.0,339.0,11.0,113.0,7.0,0.0,20.0,13.0,30.818181818181817,6.78,27.272727272727273,0.0,0.0,2/26,2.0,0.0,0.0,2014.0,Shakib Al Hasan,8.114874638379941,14.674197570332474,22.789072208712415,1.6043613707165107,449.221183800623,,4.49221183800623,2.8
2014,Ishant Sharma,SRH,,260.0,Bowler,Indian,SOLD,kaggle_main,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,66.0,101.0,3.0,26.0,2.0,0.0,7.0,6.0,33.666666666666664,9.181818181818182,22.0,0.0,0.0,2/37,0.0,0.0,0.0,2014.0,I Sharma,0.0,0.011304347826087,0.011304347826087,1.6043613707165107,417.13395638629277,,4.171339563862928,2.6
2014,Umesh Yadav,KKR,,260.0,Bowler,Indian,SOLD,kaggle_main,1.0,Kolkata Knight Riders,1.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,50.0,12.0,45.0,270.0,381.0,11.0,95.0,10.0,3.0,40.0,8.0,34.63636363636363,8.466666666666667,24.545454545454547,0.0,0.0,3/27,2.0,0.0,0.0,2014.0,UT Yadav,-0.2627531340405015,4.9643254475703245,4.701572313529823,1.6043613707165107,417.13395638629277,,4.171339563862928,2.6
2014,Zaheer Khan,MI,,260.0,Bowler,Indian,SOLD,kaggle_main,3.0,Mumbai Indians,3.0,8.0,7.0,0.0,1.0,4.0,1.0,7.0,2.0,0.0,0.0,8.0,114.28571428571428,6.0,21.8,134.0,156.0,5.0,56.0,4.0,0.0,14.0,4.0,31.2,6.985074626865672,26.8,0.0,0.0,2/21,0.0,0.0,0.0,2014.0,Z Khan,0.1026820154291224,6.14426470588235,6.246946721311472,1.6043613707165107,417.13395638629277,,4.171339563862928,2.6
2014,Albie Morkel,RCB,,240.0,All-Rounder,Overseas,SOLD,kaggle_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6043613707165107,385.0467289719626,,3.8504672897196257,2.4
2014,Brad Hodge,RR,,240.0,Batsman,Overseas,SOLD,kaggle_main,4.0,Rajasthan Royals,4.0,101.0,74.0,4.0,6.0,27.0,3.0,40.0,1.0,0.0,0.0,33.666666666666664,136.48648648648648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2014.0,BJ Hodge,3.1390670202507227,0.0,3.1390670202507227,1.6043613707165107,385.0467289719626,,3.8504672897196257,2.4
2014,Irfan Pathan,SRH,,240.0,All-Rounder,Indian,SOLD,kaggle_main,6.0,Sunrisers Hyderabad,6.0,55.0,58.0,5.0,0.0,24.0,2.0,23.0,4.0,0.0,0.0,27.5,94.82758620689656,10.0,23.0,142.0,209.0,4.0,41.0,2.0,0.0,15.0,11.0,52.25,8.830985915492958,35.5,0.0,0.0,2/13,2.0,0.0,0.0,2014.0,IK Pathan,-0.5599204435872709,0.634232736572887,0.0743122929856161,1.6043613707165107,385.0467289719626,,3.8504672897196257,2.4
2014,Jean-Paul Duminy,DC,,220.0,Batsman,Overseas,SOLD,kaggle_main,14.0,Delhi Daredevils,14.0,410.0,311.0,22.0,20.0,92.0,8.0,67.0,6.0,2.0,0.0,51.25,131.83279742765274,11.0,33.0,198.0,242.0,3.0,60.0,6.0,0.0,14.0,8.0,80.66666666666667,7.333333333333333,66.0,0.0,0.0,2/27,2.0,0.0,0.0,2014.0,JP Duminy,11.383443828351012,7.6589130434782575,19.04235687182927,1.6043613707165107,352.9595015576324,,3.529595015576324,2.2
2014,Shaun Marsh,PBKS,,220.0,Batsman,Overseas,SOLD,kaggle_main,2.0,Kings XI Punjab,2.0,70.0,54.0,7.0,3.0,26.0,2.0,40.0,0.0,0.0,0.0,35.0,129.62962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2014.0,SE Marsh,1.8278326904532312,0.0,1.8278326904532312,1.6043613707165107,352.9595015576324,,3.529595015576324,2.2
2014,Wriddhiman Saha,PBKS,,220.0,Wicket-Keeper,Indian,SOLD,kaggle_main,13.0,Kings XI Punjab,13.0,362.0,255.0,33.0,18.0,101.0,11.0,115.0,2.0,2.0,1.0,32.90909090909091,141.9607843137255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,1.0,4.0,2014.0,WP Saha,12.561987704918032,0.0,12.561987704918032,1.6043613707165107,352.9595015576324,,3.529595015576324,2.2
2014,Ashish Nehra,CSK,,200.0,Bowler,Indian,SOLD,kaggle_main,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,90.0,143.0,8.0,30.0,3.0,0.0,16.0,6.0,17.875,9.533333333333331,11.25,0.0,0.0,3/34,0.0,0.0,0.0,2014.0,A Nehra,0.0,-0.5929955242966756,-0.5929955242966756,1.6043613707165107,320.87227414330215,,3.2087227414330215,2.0
2014,Kedar Jadhav,DC,,200.0,Batsman,Indian,SOLD,kaggle_main,10.0,Delhi Daredevils,10.0,149.0,104.0,13.0,7.0,32.0,5.0,37.0,5.0,0.0,0.0,29.8,143.26923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,2014.0,KM Jadhav,5.293418514946961,0.0,5.293418514946961,1.6043613707165107,320.87227414330215,,3.2087227414330215,2.0
2014,Mohit Sharma,CSK,,200.0,Bowler,Indian,SOLD,kaggle_main,1.0,Chennai Super Kings,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,33.33333333333333,16.0,53.5,323.0,457.0,23.0,118.0,1.0,0.0,50.0,14.0,19.869565217391305,8.489164086687307,14.043478260869565,1.0,0.0,4/14,3.0,1.0,0.0,2014.0,MM Sharma,-0.2595648505303761,3.0832736572889985,2.8237088067586225,1.6043613707165107,320.87227414330215,,3.2087227414330215,2.0
2014,Ross Taylor,DC,,200.0,Batsman,Overseas,SOLD,kaggle_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6043613707165107,320.87227414330215,,3.2087227414330215,2.0
2014,Varun Aaron,RCB,,200.0,Bowler,Indian,SOLD,kaggle_main,3.0,Royal Challengers Bangalore,3.0,35.0,34.0,2.0,1.0,13.0,0.0,17.0,3.0,0.0,0.0,35.0,102.94117647058825,10.0,36.0,220.0,309.0,16.0,90.0,15.0,3.0,27.0,12.0,19.3125,8.427272727272728,13.75,0.0,0.0,3/16,0.0,0.0,0.0,2014.0,VR Aaron,0.0165983606557373,5.602065217391299,5.618663578047037,1.6043613707165107,320.87227414330215,,3.2087227414330215,2.0
2014,Cheteshwar Pujara,PBKS,,190.0,Batsman,Indian,SOLD,kaggle_main,6.0,Kings XI Punjab,6.0,125.0,129.0,17.0,0.0,63.0,5.0,40.0,1.0,0.0,0.0,25.0,96.89922480620154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2014.0,CA Pujara,-0.9112885728061711,0.0,-0.9112885728061711,1.6043613707165107,304.82866043613706,,3.0482866043613708,1.9
2014,Rahul Sharma,DC,,190.0,Bowler,Indian,SOLD,kaggle_main,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,36.0,65.0,1.0,9.0,0.0,0.0,3.0,5.0,65.0,10.833333333333334,36.0,0.0,0.0,1/33,0.0,0.0,0.0,2014.0,R Sharma,0.0,-1.4351918158567782,-1.4351918158567782,1.6043613707165107,304.82866043613706,,3.0482866043613708,1.9
2014,Beuran Hendricks,PBKS,,180.0,Bowler,Overseas,SOLD,kaggle_main,1.0,Kings XI Punjab,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,72.0,127.0,4.0,25.0,3.0,0.0,10.0,6.0,31.75,10.583333333333334,18.0,0.0,0.0,3/37,1.0,0.0,0.0,2014.0,BE Hendricks,-0.1281882835101253,-1.937899616368288,-2.066087899878413,1.6043613707165107,288.7850467289719,,2.887850467289719,1.8
2014,Lakshmipathy Balaji,PBKS,,180.0,Bowler,Indian,SOLD,kaggle_main,2.0,Kings XI Punjab,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,33.33333333333333,9.0,34.0,204.0,305.0,12.0,72.0,6.0,1.0,29.0,12.0,25.416666666666668,8.970588235294118,17.0,1.0,0.0,4/14,0.0,0.0,0.0,2014.0,L Balaji,-0.2595648505303761,1.0847090792838827,0.8251442287535067,1.6043613707165107,288.7850467289719,,2.887850467289719,1.8
2014,Manish Pandey,KKR,,170.0,Batsman,Indian,SOLD,kaggle_main,16.0,Kolkata Knight Riders,16.0,409.0,359.0,35.0,11.0,142.0,13.0,94.0,3.0,2.0,0.0,31.46153846153846,113.9275766016713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,5.0,0.0,2014.0,MK Pandey,5.105406219864996,0.0,5.105406219864996,1.6043613707165107,272.7414330218068,,2.727414330218068,1.7
2014,Rajat Bhatia,RR,,170.0,All-Rounder,Indian,SOLD,kaggle_main,7.0,Rajasthan Royals,7.0,67.0,55.0,4.0,3.0,19.0,5.0,23.0,2.0,0.0,0.0,13.4,121.81818181818184,12.0,38.0,228.0,287.0,12.0,56.0,4.0,0.0,15.0,9.0,23.916666666666668,7.552631578947368,19.0,0.0,0.0,3/23,4.0,1.0,0.0,2014.0,R Bhatia,1.3246444069431051,7.237097186700758,8.561741593643863,1.6043613707165107,272.7414330218068,,2.727414330218068,1.7
