year,player,team,batting_war,bowling_war,total_war,runs,balls_faced,strike_rate,balls_bowled,overs,runs_conceded,wickets,economy
2009,A Symonds,Australia,-0.695338491295938,0.0,-0.695338491295938,0.0,1.0,0.0,0.0,,,,
2009,DM Richards,West Indies,-0.695338491295938,0.0,-0.695338491295938,0.0,1.0,0.0,0.0,,,,
2009,J Smits,Netherlands,-0.711431334622824,0.0,-0.711431334622824,11.0,19.0,57.89473684210527,0.0,,,,
2009,G Gambhir,India,-0.7210831721470015,0.0,-0.7210831721470015,253.0,210.0,120.47619047619047,0.0,,,,
2009,AB Dinda,India,-0.6067698259187619,-0.13314285714285673,-0.7399126830616187,19.0,20.0,95.0,18.0,3.0,34.0,1.0,11.333333333333334
2009,AJ Strauss,England,-0.8788007736943904,0.0,-0.8788007736943904,22.0,26.0,84.61538461538461,0.0,,,,
2009,Mehrab Hossain jnr,Bangladesh,-1.411431334622824,0.5186984126984129,-0.8927329219244111,10.0,19.0,52.63157894736842,17.0,2.8333333333333335,20.0,0.0,7.0588235294117645
2009,Fawad Alam,Pakistan,-0.3135396518375238,-0.611047619047619,-0.9245872708851428,47.0,40.0,117.5,6.0,1.0,15.0,0.0,15.0
2009,HM Amla,South Africa,-1.0529400386847194,0.0,-1.0529400386847194,52.0,53.0,98.11320754716981,0.0,,,,
2009,ML Udawatte,Sri Lanka,-1.0533849129593809,0.0,-1.0533849129593809,11.0,10.0,110.00000000000001,0.0,,,,
2009,JS Foster,England,-1.1508317214700192,0.0,-1.1508317214700192,37.0,32.0,115.625,0.0,,,,
2009,SR Watson,Australia,-1.0482785299806572,-0.1441904761904759,-1.1924690061711332,65.0,54.0,120.37037037037037,24.0,4.0,37.0,0.0,9.25
2009,JF Mooney,Ireland,-1.2317408123791096,0.0,-1.2317408123791096,81.0,79.0,102.53164556962024,0.0,,,,
2009,RG Sharma,India,-2.380019342359766,1.1447619047619049,-1.2352574375978613,145.0,133.0,109.02255639097744,30.0,5.0,39.0,1.0,7.8
2009,AR White,Ireland,-1.2529400386847194,0.0,-1.2529400386847194,56.0,53.0,105.66037735849056,0.0,,,,
2009,PG Fulton,New Zealand,-1.2627079303675048,0.0,-1.2627079303675048,1.0,8.0,12.5,0.0,,,,
2009,NFI McCallum,Scotland,-1.3254158607350095,0.0,-1.3254158607350095,8.0,16.0,50.0,0.0,,,,
2009,Salman Butt,Pakistan,-1.3482785299806572,0.0,-1.3482785299806572,62.0,54.0,114.81481481481481,0.0,,,,
2009,DLS van Bunge,Netherlands,-1.353384912959381,0.0,-1.353384912959381,8.0,10.0,80.0,0.0,,,,
2009,SE Marsh,Australia,-1.3741392649903286,0.0,-1.3741392649903286,24.0,27.0,88.88888888888889,0.0,,,,
2009,CJO Smith,Scotland,-1.390676982591876,0.0,-1.390676982591876,0.0,2.0,0.0,0.0,,,,
2009,Yasir Arafat,Pakistan,-0.7720309477756286,-0.6441904761904759,-1.4162214239661046,4.0,6.0,66.66666666666666,24.0,4.0,42.0,0.0,10.5
2009,JL Denly,England,-2.0207543520309477,0.588952380952381,-1.4318019710785665,14.0,17.0,82.35294117647058,6.0,1.0,9.0,1.0,9.0
2009,MJ Guptill,New Zealand,-1.4537137330754348,0.0,-1.4537137330754348,239.0,203.0,117.73399014778325,0.0,,,,
2009,NT Broom,New Zealand,-1.5436170212765958,0.0,-1.5436170212765958,61.0,55.0,110.9090909090909,0.0,,,,
2009,MV Boucher,South Africa,-1.5571566731141189,0.0,-1.5571566731141189,105.0,95.0,110.5263157894737,0.0,,,,
2009,Tamim Iqbal,Bangladesh,-1.5948936170212762,0.0,-1.5948936170212762,44.0,44.0,100.0,0.0,,,,
2009,RJMGM Rupasinghe,Sri Lanka,-1.6182011605415858,0.0,-1.6182011605415858,33.0,39.0,84.61538461538461,0.0,,,,
2009,NJ O'Brien,Ireland,-1.641063829787234,0.0,-1.641063829787234,81.0,77.0,105.1948051948052,0.0,,,,
2009,B Zuiderent,Netherlands,-1.655493230174081,0.0,-1.655493230174081,25.0,31.0,80.64516129032258,0.0,,,,
2009,DPMD Jayawardene,Sri Lanka,-1.7096518375241772,0.0,-1.7096518375241772,231.0,191.0,120.94240837696336,0.0,,,,
2009,Mushfiqur Rahim,Bangladesh,-1.7368471953578335,0.0,-1.7368471953578335,28.0,35.0,80.0,0.0,,,,
2009,LRPL Taylor,New Zealand,-1.7562669245647953,0.0,-1.7562669245647953,203.0,181.0,112.15469613259668,0.0,,,,
2009,SI Mahmood,England,0.004661508704061901,-1.7773333333333325,-1.7726718246292705,1.0,1.0,100.0,42.0,7.0,92.0,2.0,13.142857142857142
2009,GA Rogers,Scotland,-0.1860154738878143,-1.644190476190476,-1.8302059500782903,1.0,3.0,33.33333333333333,24.0,4.0,52.0,0.0,13.0
2009,Shahzaib Hasan,Pakistan,-1.8503868471953582,0.0,-1.8503868471953582,77.0,75.0,102.66666666666666,0.0,,,,
2009,Misbah-ul-Haq,Pakistan,-1.8825725338491281,0.0,-1.8825725338491281,111.0,111.0,100.0,0.0,,,,
2009,S Chanderpaul,West Indies,-2.0109864603481618,0.0,-2.0109864603481618,63.0,62.0,101.61290322580645,0.0,,,,
2009,CS MacLeod,Scotland,-0.8860154738878144,-1.155238095238095,-2.0412535691259093,0.0,3.0,0.0,30.0,5.0,56.0,0.0,11.2
2009,BJ Haddin,Australia,-2.0804642166344296,0.0,-2.0804642166344296,95.0,90.0,105.55555555555556,0.0,,,,
2009,SK Raina,India,-2.880019342359766,0.7779047619047621,-2.1021145804550043,146.0,133.0,109.77443609022556,12.0,2.0,16.0,1.0,8.0
2009,CJ Ferguson,Australia,-2.1067698259187617,0.0,-2.1067698259187617,16.0,20.0,80.0,0.0,,,,
2009,AN Kervezee,Netherlands,-2.1461702127659574,0.0,-2.1461702127659574,22.0,33.0,66.66666666666666,0.0,,,,
2009,XM Marshall,West Indies,-2.2694777562862667,0.0,-2.2694777562862667,22.0,28.0,78.57142857142857,0.0,,,,
2009,RS Bopara,England,-2.4100967117988374,0.0,-2.4100967117988374,159.0,148.0,107.43243243243244,0.0,,,,
2009,PD McGlashan,New Zealand,-2.420754352030948,0.0,-2.420754352030948,16.0,17.0,94.11764705882352,0.0,,,,
2009,VB van Jaarsveld,South Africa,-2.4927852998065765,0.0,-2.4927852998065765,15.0,23.0,65.21739130434783,0.0,,,,
2009,Ahmed Shehzad,Pakistan,-2.497446808510638,0.0,-2.497446808510638,8.0,22.0,36.36363636363637,0.0,,,,
2009,K Weeraratne,Sri Lanka,-0.6347388781431335,-1.9441904761904758,-2.578929354333609,13.0,14.0,92.85714285714286,24.0,4.0,55.0,0.0,13.75
2009,A Nehra,India,0.26526112185686657,-2.8773333333333326,-2.612072211476466,22.0,14.0,157.14285714285714,42.0,7.0,97.0,1.0,13.857142857142858
2009,JP Bray,Ireland,-2.6207543520309478,0.0,-2.6207543520309478,2.0,17.0,11.76470588235294,0.0,,,,
2009,BJ Watling,New Zealand,-2.6855705996131527,0.0,-2.6855705996131527,29.0,46.0,63.04347826086957,0.0,,,,
2009,RT Ponting,Australia,-2.7224177949709856,0.0,-2.7224177949709856,86.0,81.0,106.17283950617285,0.0,,,,
2009,KMDN Kulasekara,Sri Lanka,-3.546170212765958,0.8017142857142886,-2.744455927051669,26.0,33.0,78.78787878787878,162.0,27.0,262.0,5.0,9.703703703703704
2009,TT Bresnan,England,-0.8720309477756286,-1.9662857142857135,-2.838316662061342,3.0,6.0,50.0,36.0,6.0,73.0,0.0,12.166666666666666
2009,J Mubarak,Sri Lanka,-3.469032882011605,0.588952380952381,-2.880080501059224,69.0,71.0,97.1830985915493,6.0,1.0,9.0,1.0,9.0
2009,GC Wilson,Ireland,-2.9876789168278526,0.0,-2.9876789168278526,52.0,67.0,77.61194029850746,0.0,,,,
2009,Raqibul Hasan,Bangladesh,-3.0902321083172146,0.0,-3.0902321083172146,30.0,45.0,66.66666666666666,0.0,,,,
2009,HH Gibbs,South Africa,-3.2567117988394587,0.0,-3.2567117988394587,159.0,138.0,115.21739130434783,0.0,,,,
2009,WTS Porterfield,Ireland,-3.2965570599613145,0.0,-3.2965570599613145,100.0,108.0,92.5925925925926,0.0,,,,
2009,Mahmudullah,Bangladesh,-3.1576015473887806,-0.16628571428571348,-3.323887261674494,36.0,52.0,69.23076923076923,36.0,6.0,55.0,0.0,9.166666666666666
2009,OA Shah,England,-3.4592649903288204,0.0,-3.4592649903288204,112.0,116.0,96.55172413793103,0.0,,,,
2009,JH Stander,Scotland,-1.0673694390715667,-2.522095238095238,-3.589464677166805,2.0,7.0,28.57142857142857,12.0,2.0,43.0,0.0,21.5
2009,ADS Fletcher,West Indies,-3.636402321083172,0.0,-3.636402321083172,80.0,78.0,102.56410256410255,0.0,,,,
2009,MS Dhoni,India,-3.846943907156671,0.0,-3.846943907156671,184.0,183.0,100.5464480874317,0.0,,,,
2009,MJ Clarke,Australia,-5.129187620889748,1.0558095238095242,-4.073378097080223,69.0,101.0,68.31683168316832,24.0,4.0,31.0,1.0,7.75
2009,LPC Silva,Sri Lanka,-4.261818181818183,0.0,-4.261818181818183,89.0,94.0,94.68085106382979,0.0,,,,
2010,GP Swann,England,0.10490599516762308,19.10075187969925,19.205657874866873,9.0,9.0,100.0,222.0,37.0,224.0,19.0,6.054054054054054
2010,Saeed Ajmal,Pakistan,-1.5386571277559646,20.161152882205517,18.622495754449552,30.0,31.0,96.7741935483871,367.0,61.166666666666664,428.0,22.0,6.997275204359673
2010,NL McCullum,New Zealand,-0.04787828450619003,18.481954887218045,18.434076602711855,126.0,116.0,108.62068965517241,258.0,43.0,267.0,17.0,6.209302325581396
2010,DP Nannes,Australia,-0.060125339776502605,18.21729323308271,18.15716789330621,16.0,12.0,133.33333333333331,318.0,53.0,411.0,27.0,7.754716981132075
2010,SW Tait,Australia,-2.471781561461794,20.43934837092732,17.967566809465527,9.0,11.0,81.81818181818183,313.0,52.166666666666664,352.0,22.0,6.747603833865815
2010,DL Vettori,New Zealand,-0.47119072787677396,15.836340852130325,15.365150124253551,120.0,114.0,105.26315789473684,223.0,37.166666666666664,192.0,8.0,5.1659192825112115
2010,Shahid Afridi,Pakistan,-1.7632229688915715,16.76290726817043,14.999684299278858,204.0,149.0,136.91275167785236,353.0,58.833333333333336,407.0,16.0,6.9178470254957505
2010,SCJ Broad,,0.0,13.065162907268178,13.065162907268178,0.0,0.0,,221.0,36.833333333333336,247.0,13.0,6.705882352941176
2010,DJG Sammy,West Indies,-0.8043151615826034,13.07218045112782,12.267865289545217,111.0,94.0,118.08510638297874,165.0,27.5,177.0,14.0,6.4363636363636365
2010,Mohammad Amir,Pakistan,-0.5036884627000905,12.75513784461153,12.25144938191144,37.0,34.0,108.8235294117647,187.0,31.166666666666668,210.0,14.0,6.737967914438502
2010,SB Styris,New Zealand,0.8969023708849292,11.330075187969925,12.226977558854854,178.0,137.0,129.92700729927006,102.0,17.0,85.0,10.0,5.0
2010,J Botha,South Africa,-0.963813802476593,13.133082706766919,12.169268904290325,55.0,46.0,119.56521739130434,192.0,32.0,207.0,13.0,6.46875
2010,MG Johnson,Australia,-4.3969382361824225,15.429323308270682,11.03238507208826,15.0,26.0,57.692307692307686,279.0,46.5,320.0,16.0,6.881720430107527
2010,DJ Hussey,Australia,2.622023180308065,8.270676691729324,10.89269987203739,350.0,285.0,122.80701754385966,120.0,20.0,128.0,8.0,6.4
2010,SPD Smith,Australia,-0.7840644820295986,10.775187969924815,9.991123487895216,96.0,70.0,137.14285714285714,255.0,42.5,334.0,16.0,7.858823529411764
2010,MH Yardy,England,0.8545926457263668,9.078947368421055,9.933540014147422,49.0,39.0,125.64102564102564,168.0,28.0,167.0,5.0,5.964285714285714
2010,TT Bresnan,England,-0.43865712775596466,10.016040100250626,9.57738297249466,41.0,31.0,132.25806451612902,214.0,35.666666666666664,244.0,9.0,6.841121495327103
2010,RJ Sidebottom,,0.0,9.33984962406015,9.33984962406015,0.0,0.0,,195.0,32.5,243.0,12.0,7.476923076923077
2010,DPMD Jayawardene,Sri Lanka,9.180930987617035,0.0,9.180930987617035,343.0,230.0,149.1304347826087,0.0,,,,
2010,GH Dockrell,Ireland,-1.3067502265176683,9.982706766917293,8.675956540399625,0.0,8.0,0.0,81.0,13.5,64.0,9.0,4.7407407407407405
2010,M Morkel,South Africa,-0.6766875566294172,9.151879699248122,8.475192142618704,1.0,2.0,50.0,156.0,26.0,168.0,8.0,6.461538461538462
2010,MEK Hussey,Australia,8.420214814255512,0.0,8.420214814255512,231.0,139.0,166.18705035971223,0.0,,,,
2010,KP Pietersen,England,8.270492298399276,0.0,8.270492298399276,353.0,272.0,129.77941176470588,0.0,,,,
2010,SR Watson,Australia,4.9613070069465435,3.19248120300752,8.153788209954064,293.0,194.0,151.03092783505156,174.0,29.0,246.0,7.0,8.482758620689655
2010,SK Raina,India,8.636150332225915,-0.6729323308270676,7.963218001398848,301.0,209.0,144.01913875598086,12.0,2.0,23.0,0.0,11.5
2010,SJ Benn,West Indies,-1.4202506795530052,8.997744360902256,7.577493681349251,19.0,24.0,79.16666666666666,132.0,22.0,131.0,7.0,5.954545454545454
2010,NLTC Perera,Sri Lanka,0.7410921926910305,6.630075187969925,7.371167380660955,74.0,55.0,134.54545454545453,102.0,17.0,102.0,5.0,6.0
2010,BAW Mendis,Sri Lanka,-1.9601253397765028,9.251879699248121,7.291754359471619,3.0,12.0,25.0,156.0,26.0,167.0,8.0,6.423076923076923
2010,SL Malinga,Sri Lanka,-2.0484691180912113,9.190726817042608,7.142257698951396,3.0,13.0,23.076923076923077,188.0,31.333333333333332,229.0,11.0,7.308510638297872
2010,LL Tsotsobe,,0.0,6.71654135338346,6.71654135338346,0.0,0.0,,96.0,16.0,99.0,6.0,6.1875
2010,DT Johnston,Ireland,-1.4435631229235881,7.91654135338346,6.472978230459872,17.0,22.0,77.27272727272727,96.0,16.0,87.0,6.0,5.4375
2010,Abdul Razzaq,Pakistan,-1.180411884627,7.5195488721804535,6.339136987553454,236.0,199.0,118.5929648241206,186.0,31.0,225.0,8.0,7.258064516129032
2010,DA Warner,Australia,6.302399199637574,0.0,6.302399199637574,373.0,249.0,149.7991967871486,0.0,,,,
2010,EJG Morgan,England,6.255774312896406,0.0,6.255774312896406,315.0,245.0,128.57142857142858,0.0,,,,
2010,RW Price,Zimbabwe,-1.4184064482029597,7.657142857142858,6.238736408939898,4.0,7.0,57.14285714285714,114.0,19.0,114.0,6.0,6.0
2010,NO Miller,West Indies,-0.4503133494412562,6.426566416040103,5.976253066598847,28.0,30.0,93.33333333333333,130.0,21.666666666666668,154.0,7.0,7.107692307692307
2010,KAJ Roach,West Indies,0.12331244337058292,5.778947368421055,5.902259811791638,3.0,2.0,150.0,168.0,28.0,212.0,7.0,7.571428571428571
2010,CL White,Australia,5.810993657505284,0.0,5.810993657505284,310.0,224.0,138.39285714285714,0.0,,,,
2010,BB McCullum,New Zealand,5.706087662337666,0.0,5.706087662337666,289.0,215.0,134.4186046511628,0.0,,,,
2010,J Theron,,0.0,5.680952380952382,5.680952380952382,0.0,0.0,,95.0,15.833333333333334,114.0,7.0,7.199999999999999
2010,S Randiv,Sri Lanka,-0.9300626698882514,6.530075187969925,5.600012518081674,8.0,6.0,133.33333333333331,102.0,17.0,115.0,7.0,6.764705882352941
2010,SE Bond,New Zealand,0.011656221685291457,5.565413533834587,5.5770697555198785,1.0,1.0,100.0,162.0,27.0,212.0,8.0,7.851851851851852
2010,JH Kallis,South Africa,1.7766516913319237,3.6300751879699247,5.406726879301848,190.0,161.0,118.01242236024845,102.0,17.0,114.0,2.0,6.705882352941177
2010,KMDN Kulasekara,Sri Lanka,-0.6184064482029599,5.8353383458646615,5.216931897661702,6.0,7.0,85.71428571428571,60.0,10.0,53.0,5.0,5.3
2010,CK Langeveldt,South Africa,-0.06503133494412565,5.103007518796993,5.037976183852867,2.0,3.0,66.66666666666666,90.0,15.0,125.0,9.0,8.333333333333334
2010,Abdur Rehman,Pakistan,-0.5533751132588342,5.503007518796993,4.949632405538159,4.0,4.0,100.0,90.0,15.0,109.0,7.0,7.266666666666667
2010,AC Botha,Ireland,-1.0202506795530053,5.862406015037595,4.842155335484589,17.0,24.0,70.83333333333334,72.0,12.0,69.0,5.0,5.75
2010,JE Taylor,West Indies,-0.1785317879794622,4.843609022556393,4.6650772345769305,27.0,19.0,142.10526315789474,108.0,18.0,134.0,6.0,7.444444444444445
2010,DW Steyn,South Africa,-0.7184064482029598,5.324812030075191,4.606405581872231,5.0,7.0,71.42857142857143,144.0,24.0,166.0,4.0,6.916666666666667
2010,PP Ojha,,0.0,4.50827067669173,4.50827067669173,0.0,0.0,,48.0,8.0,38.0,3.0,4.75
2010,Yasir Arafat,Pakistan,0.6049059951676231,3.8082706766917296,4.413176671859353,14.0,9.0,155.55555555555557,48.0,8.0,51.0,4.0,6.375
2010,AD Mathews,Sri Lanka,-1.4564727423739043,5.8571428571428585,4.400670114768954,146.0,141.0,103.54609929078013,114.0,19.0,132.0,6.0,6.947368421052632
2010,Shoaib Akhtar,Pakistan,-1.125156674720628,5.506015037593985,4.380858362873357,20.0,15.0,133.33333333333331,180.0,30.0,255.0,11.0,8.5
2010,P Utseya,Zimbabwe,-2.790188009664754,7.162155388471177,4.371967378806423,6.0,18.0,33.33333333333333,131.0,21.833333333333332,148.0,7.0,6.778625954198474
2010,TG Southee,New Zealand,-1.6834377831470853,5.733082706766919,4.049644923619834,4.0,10.0,40.0,192.0,32.0,275.0,12.0,8.59375
2010,AB Dinda,,0.0,3.8947368421052637,3.8947368421052637,0.0,0.0,,42.0,7.0,42.0,4.0,6.0
2010,PC Connell,,0.0,3.7947368421052636,3.7947368421052636,0.0,0.0,,42.0,7.0,43.0,4.0,6.142857142857143
2010,AR Cusack,Ireland,0.5061235276351553,3.2218045112781963,3.7279280389133516,69.0,52.0,132.69230769230768,54.0,9.0,59.0,3.0,6.555555555555555
2010,R McLaren,South Africa,-0.0067502265176683455,3.726817042606517,3.7200668160888486,7.0,8.0,87.5,71.0,11.833333333333334,89.0,5.0,7.52112676056338
2010,Shakib Al Hasan,Bangladesh,0.08096685291452772,3.6353383458646618,3.7163051987791893,78.0,67.0,116.4179104477612,60.0,10.0,69.0,4.0,6.9
2010,CJ Chibhabha,Zimbabwe,2.533715267290849,1.1406015037593988,3.674316771050248,158.0,123.0,128.45528455284554,18.0,3.0,19.0,1.0,6.333333333333333
2010,JP Duminy,South Africa,4.696275672002415,-1.3458646616541352,3.3504110103482794,251.0,197.0,127.41116751269035,24.0,4.0,52.0,1.0,13.0
2010,R Vinay Kumar,,0.0,3.3488721804511288,3.3488721804511288,0.0,0.0,,66.0,11.0,86.0,5.0,7.818181818181818
2010,IG Butler,,0.0,3.2218045112781963,3.2218045112781963,0.0,0.0,,54.0,9.0,65.0,4.0,7.222222222222222
2010,PP Chawla,,0.0,3.1488721804511286,3.1488721804511286,0.0,0.0,,66.0,11.0,70.0,2.0,6.363636363636363
2010,KD Mills,New Zealand,-2.1368128964059196,5.173934837092733,3.0371219406868133,9.0,14.0,64.28571428571429,151.0,25.166666666666668,207.0,9.0,8.225165562913906
2010,Kamran Akmal,Pakistan,2.8373678646934453,0.0,2.8373678646934453,317.0,252.0,125.79365079365078,0.0,,,,
2010,Salman Butt,Pakistan,2.7993374358199956,0.0,2.7993374358199956,267.0,223.0,119.73094170403587,0.0,,,,
2010,Umar Akmal,Pakistan,2.677833358501965,0.0,2.677833358501965,441.0,367.0,120.16348773841963,0.0,,,,
2010,RM Haq,Scotland,-0.07668755662941709,2.754135338345865,2.677447781716448,1.0,2.0,50.0,24.0,4.0,17.0,2.0,4.25
2010,DA Miller,South Africa,2.590778843249774,0.0,2.590778843249774,113.0,85.0,132.94117647058823,0.0,,,,
2010,M Muralitharan,,0.0,2.5624060150375954,2.5624060150375954,0.0,0.0,,72.0,12.0,84.0,2.0,7.0
2010,RN ten Doeschate,Netherlands,0.6079677589852007,1.9082706766917297,2.5162384356769305,49.0,35.0,140.0,48.0,8.0,58.0,2.0,7.25
2010,RJ Harris,Australia,0.11165622168529146,2.3912280701754383,2.5028842918607297,2.0,1.0,200.0,70.0,11.666666666666666,95.0,4.0,8.142857142857144
2010,PM Seelaar,Netherlands,-0.8533751132588343,3.1947368421052635,2.3413617288464295,1.0,4.0,25.0,42.0,7.0,43.0,3.0,6.142857142857143
2010,Wahab Riaz,Pakistan,1.1963115372999096,1.1082706766917299,2.3045822139916394,48.0,34.0,141.1764705882353,48.0,8.0,60.0,1.0,7.5
2010,KJ Coetzer,Scotland,0.25459264572636686,2.0406015037593987,2.2951941494857655,43.0,39.0,110.25641025641026,18.0,3.0,16.0,2.0,5.333333333333333
2010,Harbhajan Singh,India,-0.7969382361824223,3.0165413533834595,2.219603117201037,27.0,26.0,103.84615384615385,96.0,16.0,100.0,0.0,6.25
2010,AG Cremer,Zimbabwe,-1.3300626698882514,3.4894736842105276,2.1594110143222762,4.0,6.0,66.66666666666666,84.0,14.0,109.0,5.0,7.785714285714286
2010,AJ McKay,New Zealand,-0.6883437783147086,2.610025062656642,1.9216812843419333,0.0,1.0,0.0,34.0,5.666666666666667,32.0,2.0,5.647058823529411
2010,JA Morkel,South Africa,1.0963115372999095,0.8165413533834596,1.912852890683369,59.0,34.0,173.52941176470588,96.0,16.0,140.0,3.0,8.75
2010,Mohammad Hafeez,Pakistan,-2.706786091815161,4.551879699248121,1.8450936074329602,184.0,171.0,107.60233918128654,156.0,26.0,196.0,5.0,7.538461538461538
2010,RG Sharma,India,1.8392479613409847,0.0,1.8392479613409847,94.0,72.0,130.55555555555557,0.0,,,,
2010,BRM Taylor,Zimbabwe,-0.8110653881002705,2.567669172932331,1.7566037848320606,112.0,102.0,109.80392156862746,30.0,5.0,21.0,1.0,4.2
2010,A Mishra,,0.0,1.7541353383458649,1.7541353383458649,0.0,0.0,,24.0,4.0,21.0,1.0,5.25
2010,Tanvir Ahmed,,0.0,1.740601503759399,1.740601503759399,0.0,0.0,,18.0,3.0,13.0,1.0,4.333333333333333
2010,Mohammad Sami,Pakistan,0.058281108426457354,1.6488721804511286,1.707153288877586,5.0,5.0,100.0,66.0,11.0,109.0,6.0,9.909090909090908
2010,A Nehra,India,-1.4650313349441257,3.1165413533834596,1.6515100184393339,0.0,3.0,0.0,96.0,16.0,141.0,7.0,8.8125
2010,Ahmed Shehzad,Pakistan,1.6410921926910305,0.0,1.6410921926910305,83.0,55.0,150.9090909090909,0.0,,,,
2010,YK Pathan,India,-0.707376925400181,2.330075187969925,1.622698262569744,83.0,68.0,122.05882352941177,102.0,17.0,139.0,4.0,8.176470588235293
2010,WB Rankin,Ireland,-0.9417188915735426,2.5082706766917298,1.5665517851181872,1.0,5.0,20.0,48.0,8.0,64.0,4.0,8.0
2010,Mudassar Bukhari,Netherlands,-0.7766875566294171,2.3082706766917296,1.5315831200623125,0.0,2.0,0.0,48.0,8.0,54.0,2.0,6.75
2010,GC Smith,South Africa,1.5208056478405296,0.0,1.5208056478405296,289.0,242.0,119.42148760330578,0.0,,,,
2010,GA Lamb,Zimbabwe,-2.8589078073089693,4.297994987468672,1.439087180159703,32.0,55.0,58.18181818181818,73.0,12.166666666666666,80.0,4.0,6.575342465753425
2010,LJ Wright,England,-0.2092211567502261,1.5947368421052637,1.3855156853550377,103.0,85.0,121.17647058823529,42.0,7.0,53.0,2.0,7.571428571428571
2010,KJ O'Brien,Ireland,-1.5085944578677135,2.8879699248120305,1.379375466944317,19.0,25.0,76.0,39.0,6.5,42.0,3.0,6.461538461538462
2010,HS Baidwan,Canada,0.22331244337058292,1.1541353383458648,1.3774477817164477,4.0,2.0,200.0,24.0,4.0,27.0,1.0,6.75
2010,CH Gayle,West Indies,-0.3380662941709446,1.6523809523809525,1.3143146582100078,163.0,134.0,121.64179104477613,38.0,6.333333333333333,65.0,5.0,10.263157894736842
2010,Mohammad Ashraful,Bangladesh,-0.20737692540018102,1.467669172932331,1.26029224753215,76.0,68.0,111.76470588235294,30.0,5.0,32.0,1.0,6.4
2010,CJ McKay,Australia,-0.10675022651766834,1.354135338345865,1.2473851118281967,6.0,8.0,75.0,24.0,4.0,19.0,0.0,4.75
2010,SNJ O'Keefe,Australia,-0.8067502265176684,2.0541353383458647,1.2473851118281964,5.0,8.0,62.5,24.0,4.0,30.0,3.0,7.5
2010,CA Ingram,South Africa,1.2159355179704014,0.0,1.2159355179704014,92.0,70.0,131.42857142857142,0.0,,,,
2010,JEC Franklin,New Zealand,-2.5779409543944425,3.6353383458646618,1.0573973914702193,112.0,122.0,91.80327868852459,60.0,10.0,75.0,5.0,7.5
2010,CRD Fernando,,0.0,0.9541353383458648,0.9541353383458648,0.0,0.0,,24.0,4.0,29.0,1.0,7.25
2010,LJ Woodcock,,0.0,0.9541353383458648,0.9541353383458648,0.0,0.0,,24.0,4.0,23.0,0.0,5.75
2010,TL Chatara,,0.0,0.9541353383458648,0.9541353383458648,0.0,0.0,,24.0,4.0,29.0,1.0,7.25
2010,GEF Barnett,Canada,1.2331244337058294,-0.28646616541353376,0.9466582682922956,36.0,20.0,180.0,6.0,1.0,11.0,0.0,11.0
2010,MS Dhoni,India,0.9410921926910305,0.0,0.9410921926910305,70.0,55.0,127.27272727272727,0.0,,,,
2010,DR Tuffey,New Zealand,-0.8650313349441257,1.7812030075187977,0.916171672574672,0.0,3.0,0.0,36.0,6.0,43.0,2.0,7.166666666666667
2010,V Kohli,India,0.7447806553911207,0.0,0.7447806553911207,26.0,21.0,123.80952380952381,0.0,,,,
2010,U Bhatti,Canada,-0.5184064482029599,1.2541353383458649,0.735728890142905,7.0,7.0,100.0,24.0,4.0,26.0,1.0,6.5
2010,R Ashwin,,0.0,0.7082706766917297,0.7082706766917297,0.0,0.0,,48.0,8.0,70.0,2.0,8.75
2010,JW Hastings,Australia,0.10490599516762308,0.5406015037593989,0.645507498927022,15.0,9.0,166.66666666666669,18.0,3.0,19.0,0.0,6.333333333333333
2010,JM Davison,Canada,-0.8650313349441257,1.4541353383458648,0.5891040034017392,0.0,3.0,0.0,24.0,4.0,24.0,1.0,6.0
2010,MJ Lumb,England,0.5772783902144368,0.0,0.5772783902144368,137.0,101.0,135.64356435643566,0.0,,,,
2010,C Kieswetter,England,0.5361503322259153,0.0,0.5361503322259153,244.0,209.0,116.7464114832536,0.0,,,,
2010,CK Coventry,Zimbabwe,0.5263742071881605,0.0,0.5263742071881605,48.0,28.0,171.42857142857142,0.0,,,,
2010,WD Parnell,,0.0,0.5082706766917298,0.5082706766917298,0.0,0.0,,48.0,8.0,72.0,2.0,9.0
2010,DJ Bravo,West Indies,-2.6061593929326476,3.0571428571428583,0.4509834642102106,108.0,111.0,97.2972972972973,114.0,19.0,154.0,5.0,8.105263157894736
2010,IS Billcliff,Canada,0.44968665055874374,0.0,0.44968665055874374,37.0,30.0,123.33333333333334,0.0,,,,
2010,P Kumar,,0.0,0.4135338345864662,0.4135338345864662,0.0,0.0,,6.0,1.0,4.0,0.0,4.0
2010,E Schiferli,,0.0,0.34060150375939885,0.34060150375939885,0.0,0.0,,18.0,3.0,27.0,1.0,9.0
2010,MBS Jonkman,Netherlands,-1.2067502265176684,1.5406015037593987,0.33385127724173036,1.0,8.0,12.5,18.0,3.0,21.0,2.0,7.0
2010,Mohammad Kashif,,0.0,0.32706766917293245,0.32706766917293245,0.0,0.0,,12.0,2.0,19.0,1.0,9.5
2010,RT Lyons,Scotland,-0.7766875566294171,1.054135338345865,0.2774477817164478,0.0,2.0,0.0,24.0,4.0,28.0,1.0,7.0
2010,A Shahzad,,0.0,0.2541353383458649,0.2541353383458649,0.0,0.0,,24.0,4.0,42.0,2.0,10.5
2010,PM Siddle,,0.0,0.2541353383458649,0.2541353383458649,0.0,0.0,,24.0,4.0,36.0,1.0,9.0
