year,player_id,player_name,team,final_price_lakh,log_price,ipl_war_lag1,ipl_war_lag2,ipl_war_lag3,ipl_career_war,ipl_seasons_played,ipl_matches_lag1,t20i_war_12m,t20i_war_24m,t20i_career_war,ipl_war_trend,ipl_war_avg_3y,is_indian,is_mega_auction,is_retained,role_batsman,role_bowler,role_allrounder,role_wk,nationality,role,status,next_season_war
2012,P0609,MS Gony,DCH,,,-1.5056830391143512,-2.5137158890845086,-2.788054453895356,5.11137214326293,4.0,1.9,,,,1.0080328499701574,-2.2691511273647387,0,0,1,0,0,0,0,,,RETAINED,-1.0133502858101069
2012,P0613,Mahela Jayawardene,DC,700.0,6.551080335043404,,,,,,,,,,,,0,0,0,0,0,0,0,Overseas,,SOLD,
2012,P0619,Mandeep Singh,PBKS,,,1.1975131497524751,-0.7670334507042254,,0.4304796990482498,2.0,1.4,,,,1.9645466004567005,0.2152398495241249,0,0,1,0,0,0,0,,,RETAINED,9.302491694352156
2012,P0633,Marchant de Lange,KKR,25.0,3.2188758248682006,,,,,,,,,,,,0,0,0,0,0,0,0,Overseas,,SOLD,
2012,P0652,Michael Clarke,PWI,,,,,,,,,,,,,,0,0,1,1,0,0,0,Overseas,Batsman,RETAINED,
2012,P0660,Mitchell Johnson,MI,150.0,5.0106352940962555,,,,,,,,,,,,0,0,0,0,0,0,0,Overseas,,SOLD,
2012,P0702,Muttiah Muralitharan,RCB,110.0,4.700480365792417,,,,,,,,,,,,0,0,0,0,0,0,0,Overseas,,SOLD,
2012,P0713,NV Ojha,DC,,,1.1786838644801954,13.260651408450704,4.61351157794223,19.05284685087313,3.0,5.633333333333334,-1.5920322410147991,,-1.5920322410147991,-12.081967543970508,6.350948950291044,0,0,1,0,0,0,0,,,RETAINED,2.418189368770765
2012,P0725,Navdeep Saini,PBKS,,,,,,,,,,,,,,1,0,1,0,1,0,0,Indian,Bowler,RETAINED,
2012,P0738,Nuwan Kulasekara,CSK,,,,,,,,,,,,,,0,0,1,0,0,0,0,Overseas,,RETAINED,
2012,P0741,Owais Shah,RR,,,,,,,,,,,,,,0,0,1,0,0,0,0,Overseas,,RETAINED,
2012,P0750,P Awana,PBKS,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,RETAINED,4.323709993959714
2012,P0751,P Kumar,PBKS,,,4.287130009146177,4.466021126760559,5.296307522151468,19.17927956749847,4.0,10.533333333333333,1.056915422885572,1.5738327161186547,1.6022418070277455,-0.17889111761438237,4.683152886019401,0,0,1,0,0,0,0,,,RETAINED,14.329228020694964
2012,P0752,P Negi,DC,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,RETAINED,4.993861477374843
2012,P0757,PC Valthaty,PBKS,,,20.212428747381953,-0.6061231797565052,,19.606305567625448,2.0,16.6,,,,20.818551927138458,9.803152783812724,0,0,1,0,0,0,0,,,RETAINED,-3.851407243320786
2012,P0759,PJ Sangwan,DC,,,4.25699273767605,2.840889575304729,0.2398650887874361,7.337747401768215,3.0,7.133333333333334,,,,1.4161031623713214,2.4459158005894053,0,0,1,0,0,0,0,,,RETAINED,-0.8400274119539954
2012,P0761,PP Chawla,PBKS,,,0.923169978613588,9.502728873239436,5.525531913107169,22.482853240936798,4.0,10.266666666666667,2.4360902255639107,,2.4360902255639107,-8.579558894625848,5.317143588320064,0,0,1,0,0,0,0,,,RETAINED,9.888588724868988
2012,P0768,Pankaj Singh,Unknown,,,-0.9344608516483516,-0.9377915933098606,-0.6546580716106571,-5.148190696280673,4.0,0.4,,,,0.00333074166150904,-0.8423035055229565,0,0,1,0,0,0,0,,,RETAINED,1.0276607472737034
2012,P0772,Parthiv Patel,DCH,325.0,5.783825182329737,,,,,,,,,,,,1,0,0,0,0,0,0,Indian,,SOLD,
2012,P0789,Pragyan Ojha,MI,,,,,,,,,,,,,,1,0,1,0,0,0,0,Indian,,RETAINED,
2012,P0820,R Ashwin,CSK,,,16.101168602437184,16.214090008802813,1.592906003090374,33.908164614330374,3.0,13.033333333333333,3.1678026533996686,2.553140999264331,2.553140999264331,-0.1129214063656292,11.302721538110125,0,0,1,0,0,0,0,,,RETAINED,16.366262870264794
2012,P0821,R Bhatia,KKR,,,7.331402004168483,2.3785761443661926,2.2183976072626925,14.10407832172545,4.0,7.233333333333333,,,,4.9528258598022905,3.9761252519324564,0,0,1,0,0,0,0,,,RETAINED,7.509653146524478
2012,P0823,R Dravid,RR,,,7.237004950495049,8.617473591549295,6.8655466698496035,33.44860171613905,4.0,10.666666666666666,1.5717039800995023,,1.5717039800995023,-1.3804686410542466,7.573341737297983,0,0,1,0,0,0,0,,,RETAINED,3.447009966777408
2012,P0824,R P Singh,MI,300.0,5.703782474656201,,,,,,,,,,,,1,0,0,0,0,0,0,Indian,,SOLD,
2012,P0830,R Sharma,PUNE,,,17.671254339333323,2.9559749119718295,,20.627229251305153,2.0,10.833333333333334,,,,14.715279427361494,10.313614625652576,0,0,1,0,0,0,0,,,RETAINED,0.2295504021812398
2012,P0832,R Vinay Kumar,RCB,,,5.63095767938745,1.9825924295774664,0.259795656701776,10.448091647015715,4.0,10.866666666666667,-1.0641397180762848,-0.6280494925123741,-0.6280494925123741,3.6483652498099834,2.624448588555564,0,0,1,0,0,0,0,,,RETAINED,0.2092697879919107
2012,P0837,RE van der Merwe,RCB,,,3.881772122524753,1.5715834066901406,6.125735543602547,11.579091072817441,3.0,3.566666666666667,-1.7006448550684312,8.937906770610857,8.937906770610857,2.310188715834612,3.85969702427248,0,0,1,0,0,0,0,,,RETAINED,3.2603331148322496
2012,P0830,RG Sharma,MI,,,10.32211126203623,17.18370928697183,11.928034281972426,58.329618609754064,4.0,10.966666666666667,2.27530679933665,6.074366751012881,13.267425654560888,-6.861598024935599,13.144618276993496,0,0,1,0,0,0,0,,,RETAINED,8.357812025782193
2012,P0838,RJ Harris,PBKS,,,0.1844567503196055,7.744118617957747,3.5202950526532866,11.44887042093064,3.0,11.133333333333333,0.1286053648259122,,0.1286053648259122,-7.559661867638141,3.816290140310213,0,0,1,0,0,0,0,,,RETAINED,3.0686764971696165
2012,P0840,RN ten Doeschate,KKR,,,5.2408740122810356,,,5.2408740122810356,1.0,2.7666666666666666,3.145298044596163,3.44797465876214,6.099111022398503,,5.2408740122810356,0,0,1,0,0,0,0,,,RETAINED,0.6398420902377135
2012,P0824,RP Singh,MI,,,8.227799443749328,0.4673965669014071,9.6012801417722,20.468017033585316,4.0,10.6,1.317606152712536,8.386851173786825,8.386851173786825,7.760402876847921,6.098825384140977,1,0,1,0,0,0,0,Indian,,RETAINED,4.07683783926649
2012,P0843,RR Powar,KTK,,,-1.6795586587762472,6.272271126760561,5.3481040482694375,13.326698024643797,4.0,2.8333333333333335,,,,-7.951829785536808,3.3136055054179168,0,0,1,0,0,0,0,,,RETAINED,-0.8248197366068766
2012,P0848,RV Uthappa,PUNE,,,9.055722076113865,20.948591549295777,1.8721830985915489,37.183823689671186,4.0,7.166666666666667,-0.2040422885572139,-0.4080195612844866,3.7654972482079323,-11.892869473181912,10.625498908000397,0,0,1,0,0,0,0,,,RETAINED,4.902906976744177
2012,P0872,Ramesh Powar,PBKS,80.0,4.382026634673881,,,,,,,,,,,,1,0,0,0,0,0,0,Indian,,SOLD,
2012,P0884,Ravindra Jadeja,CSK,978.0,6.885509670034818,,,,,,,,,,,,1,0,0,0,0,0,0,Indian,,SOLD,
2012,P0898,Robin Peterson,MI,50.0,3.912023005428146,,,,,,,,,,,,0,0,0,0,0,0,0,Overseas,,SOLD,
2012,P0903,Ross Taylor,DC,,,,,,,,,,,,,,0,0,1,0,0,0,0,Overseas,,RETAINED,
2012,P0911,S Anirudha,CSK,,,1.6882387066831672,1.561487676056338,-0.8287504614248801,2.4209759213146254,3.0,2.6,,,,0.12675103062682913,0.8069919737715417,0,0,1,0,0,0,0,,,RETAINED,1.2223421926910298
2012,P0912,S Aravind,RCB,,,2.959252215142535,,,2.959252215142535,1.0,9.933333333333334,,,,,2.959252215142535,0,0,1,0,0,0,0,,,RETAINED,-2.09940445421485
2012,P0913,S Badrinath,CSK,,,13.862004950495049,8.792693661971832,3.3652960133683436,33.567799166256044,4.0,10.666666666666666,1.2071310116086238,,1.2071310116086238,5.069311288523217,8.673331541945075,0,0,1,0,0,0,0,,,RETAINED,0.4222591362126238
2012,P0914,S Dhawan,DCH,,,15.484387771495207,3.141725352112676,-0.1984721890666039,24.2082481696834,4.0,10.9,-0.8008499170812604,,-0.8008499170812604,12.342662419382531,6.142546978180427,0,0,1,0,0,0,0,,,RETAINED,12.77501524426157
2012,P0919,S Nadeem,DC,,,1.5583814371735962,,,1.5583814371735962,1.0,3.8666666666666667,,,,,1.5583814371735962,0,0,1,0,0,0,0,,,RETAINED,8.253552289104059
2012,P0926,SC Ganguly,PUNE,,,-0.5434928063118809,10.246396346830991,-0.4137540082455366,19.810004582556488,4.0,2.033333333333333,,,,-10.789889153142873,3.0963831774245243,0,0,1,0,0,0,0,,,RETAINED,-4.7497167190547955
2012,P0927,SD Chitnis,PBKS,,,0.1226813892326732,-0.2670923848173789,0.2240470640754381,0.07963606849073238,3.0,0.3,,,,0.3897737740500521,0.02654535616357746,0,0,1,0,0,0,0,,,RETAINED,0.0533222591362125
2012,P0928,SE Marsh,PBKS,,,24.132311649133666,4.898371478873239,23.11309892949428,52.143782057501184,3.0,11.633333333333333,1.061919568822555,0.8442454875846441,1.947086396675553,19.233940170260425,17.381260685833727,0,0,1,0,0,0,0,,,RETAINED,5.114950166112955
2012,P0929,SK Raina,CSK,,,21.094663321285765,26.30353763204225,25.285903081880228,88.95671025940834,4.0,16.933333333333334,6.766886401326701,20.470908903075262,22.975523742022638,-5.208874310756485,24.228034678402746,0,0,1,0,0,0,0,,,RETAINED,13.96442174952252
2012,P0930,SK Trivedi,RR,,,-0.0410066998286309,8.312070862676059,0.6728623515388135,11.865157197432126,4.0,7.533333333333333,,,,-8.353077562504689,2.981308838128747,0,0,1,0,0,0,0,,,RETAINED,8.634806202870234
2012,P0932,SL Malinga,MI,,,19.20760154719972,13.013721390845063,12.987304433280206,45.20862737132499,3.0,13.533333333333333,1.8368884742951912,4.014710597984437,12.266758316105712,6.1938801563546555,15.069542457108328,0,0,1,0,0,0,0,,,RETAINED,17.371995202611085
2012,P0938,SP Goswami,RR,,,0.1725692295792078,-0.1518485915492957,-0.6076569587013614,-0.5897537809889101,4.0,1.0333333333333334,,,,0.3244178211285035,-0.19564544022381644,0,0,1,0,0,0,0,,,RETAINED,-0.2120431893687708
2012,P0941,SR Tendulkar,MI,,,12.215576655321785,20.92460387323944,8.75210899714516,42.8599348745436,4.0,17.033333333333335,0.2417705278592372,,0.2417705278592372,-8.709027217917656,13.964096508568796,0,0,1,0,0,0,0,,,RETAINED,2.4622923588039853
2012,P0942,SR Watson,RR,,,20.64059125435208,12.531574603873237,33.84667257119198,67.0188384294173,3.0,16.066666666666666,15.855364842454394,29.797600104896972,31.383083122889424,8.109016650478845,22.339612809805768,0,0,1,0,0,0,0,,,RETAINED,14.750943768274553
2012,P0945,SS Tiwary,RCB,,,1.5467280321782155,15.631029929577466,0.2688768202434948,18.312258628436975,4.0,6.533333333333333,,,,-14.08430189739925,5.815544927333058,0,0,1,0,0,0,0,,,RETAINED,1.7183554817275706
2012,P0947,STR Binny,RR,,,-0.0242242113548569,0.421731954225352,,0.39750774287049506,2.0,1.8666666666666667,,,,-0.4459561655802089,0.19875387143524753,0,0,1,0,0,0,0,,,RETAINED,3.118817932240642
2012,P1002,Shakib Al Hasan,KKR,,,6.134784559113536,,,6.134784559113536,1.0,6.033333333333333,1.581455223880597,5.476836722354584,18.452045135415876,,6.134784559113536,0,0,1,0,0,0,0,,,RETAINED,8.77216924456369
2012,P1014,Shaun Tait,RR,,,,,,,,,,,,,,0,0,1,0,0,0,0,Overseas,,RETAINED,
2012,P0922,Sreesanth,RR,200.0,5.298317366548036,,,,,,,,,,,,1,0,0,0,0,0,0,Indian,,SOLD,
2012,P1053,Steven Smith,PWI,,,,,,,,,,,,,,0,0,1,0,0,0,0,Overseas,,RETAINED,
2012,P1064,Sunil Narine,KKR,350.0,5.857933154483459,,,,,,,,,,,,0,0,0,0,0,0,0,Overseas,,SOLD,
2012,P1067,Suryakumar Yadav,MI,,,,,,,,,,,,,,1,0,1,1,0,0,0,Indian,Batsman,RETAINED,
2012,P1083,TL Suman,MI,,,2.1690745149806876,7.398619058098593,9.624996274688144,19.192689847767426,3.0,2.966666666666667,,,,-5.229544543117905,6.397563282589142,0,0,1,0,0,0,0,,,RETAINED,-0.5583887043189373
2012,P1084,TM Dilshan,RCB,,,6.884275526840115,-0.4168078785211282,15.682575313387993,26.448794282639952,4.0,8.633333333333333,8.990982587064675,10.933606928375141,29.26742472885299,7.3010834053612435,7.383347653902327,0,0,1,0,0,0,0,,,RETAINED,-1.4554748231121213
2012,P1098,Thisara Perera,MI,325.0,5.783825182329737,,,,,,,,,,,,0,0,0,0,0,0,0,Overseas,,SOLD,
2012,P1098,Thissara Perera,MI,,,,,,,,,,,,,,0,0,1,0,0,0,0,Overseas,,RETAINED,
2012,P1113,UBT Chand,DC,,,-1.0864248143564357,,,-1.0864248143564357,1.0,0.4,,,,,-1.0864248143564357,0,0,1,0,0,0,0,,,RETAINED,0.0174418604651158
2012,P1114,UT Yadav,DC,,,-2.5927187602001966,4.354885563380279,,1.7621668031800821,2.0,3.966666666666667,,,,-6.947604323580475,0.8810834015900411,0,0,1,0,0,0,0,,,RETAINED,9.539268420957807
2012,P1119,V Kohli,RCB,,,17.69318437789006,13.29467979753521,6.134537843467784,38.88694553691716,4.0,19.3,3.477989220563847,4.408965039802748,4.408965039802748,4.3985045803548495,12.374134006297686,0,0,1,0,0,0,0,,,RETAINED,-0.0981586070387763
2012,P1120,V Sehwag,DC,,,25.491922571163364,21.839755721830983,6.303268806483438,72.52825473164818,4.0,8.233333333333333,8.56784332688588,8.238866054158608,12.806192184137178,3.6521668493323816,17.87831569982593,0,0,1,0,0,0,0,,,RETAINED,19.884404249308215
2012,P1123,VR Aaron,DC,,,2.3220325292745643,,,2.3220325292745643,1.0,2.7333333333333334,,,,,2.3220325292745643,0,0,1,0,0,0,0,,,RETAINED,-1.2656297929096758
2012,P1127,VY Mahesh,Unknown,,,0.6800781249999996,-0.9377175120325804,-0.5494806289913088,-0.8071200160238895,3.0,0.6333333333333333,,,,1.6177956370325801,-0.2690400053412965,0,0,1,0,0,0,0,,,RETAINED,0.3853331148322496
2012,P1149,Vinay Kumar,RCB,500.0,6.214608098422191,,,,,,,,,,,,1,0,0,0,0,0,0,Indian,,SOLD,
2012,P1163,WD Parnell,PUNE,,,3.869113424477754,,,3.869113424477754,1.0,7.533333333333333,2.061243781094527,1.1965821269591892,8.735907523784586,,3.869113424477754,0,0,1,0,0,0,0,,,RETAINED,4.967737856510322
2012,P1164,WP Saha,CSK,,,1.0382947865099004,2.270202464788732,4.36657913583194,13.363038273435482,4.0,2.2333333333333334,,,,-1.2319076782788319,2.5583587957101908,0,0,1,0,0,0,0,,,RETAINED,-1.0430232558139536
2012,P1178,Y Nagar,DC,,,-0.6754624088782517,-0.8133252640845073,-0.2989433415861735,-1.7877310145489327,3.0,4.733333333333333,,,,0.13786285520625563,-0.5959103381829776,0,0,1,0,0,0,0,,,RETAINED,1.9479983047193257
2012,P1179,Y Venugopal Rao,DC,,,8.295868665678379,-0.9454775528169016,2.269018647240721,18.640473030672727,4.0,10.133333333333333,,,,9.24134621849528,3.2064699200340656,0,0,1,0,0,0,0,,,RETAINED,-1.15464172916649
2012,P1181,YK Pathan,KKR,,,23.527320650806494,25.72758582746478,17.110831419342052,92.39443150098865,4.0,14.866666666666667,1.7275912106135984,4.505964038825779,9.440928014487731,-2.2002651766582844,22.121912632537775,0,0,1,0,0,0,0,,,RETAINED,2.4915667260136978
2012,P1196,Z Khan,RCB,,,6.030992232550869,8.199862455985908,3.966216963046234,18.15325940408183,4.0,13.233333333333333,-1.6376697143890375,1.511556974997231,3.06064788408814,-2.1688702234350394,6.06569055052767,0,0,1,0,0,0,0,,,RETAINED,6.090351778163926
2013,P0001,A Ashish Reddy,SRH,,,0.5942220041610891,,,0.5942220041610891,1.0,6.633333333333334,,,,,0.5942220041610891,0,0,1,0,0,0,0,,,RETAINED,3.180156139731828
2013,P0003,A Chandila,RR,,,3.814434806133579,,,3.814434806133579,1.0,2.8333333333333335,,,,,3.814434806133579,0,0,1,0,0,0,0,,,RETAINED,6.000471947776992
2013,P0007,A Mishra,SRH,,,2.6647482340908804,12.35338280994996,13.839001980633796,40.93365367392218,5.0,10.333333333333334,1.442669172932331,,1.442669172932331,-9.68863457585908,9.619044341558212,0,0,1,0,0,0,0,,,RETAINED,14.620281257351202
2013,P0014,AA Chavan,RR,,,-0.4631700224169832,1.0797416672900124,,0.6165716448730292,2.0,5.9,,,,-1.5429116897069957,0.3082858224365146,0,0,1,0,0,0,0,,,RETAINED,1.8173076923076916
2013,P0015,AB Agarkar,DC,,,-0.8740986830343846,-1.1755461142353938,1.116329225352111,2.729654368943387,5.0,3.0,0.5441627642847158,1.5123445824665336,1.5123445824665336,0.30144743120100914,-0.31110519063922243,0,0,1,0,0,0,0,,,RETAINED,-1.1173312161844278
2013,P0016,AB Dinda,PUNE,,,5.400065693858405,-2.014119599846317,7.453565140845068,22.727996110101074,5.0,5.3,-0.5174648347082892,1.3509562179232906,0.4260653640962674,7.414185293704723,3.613170411619052,0,0,1,0,0,0,0,,,RETAINED,-5.813237326511418
2013,P0017,AB McDonald,RCB,,,4.149701885596369,-0.5890419933562723,0.5593144806338008,4.321478296294567,4.0,3.2333333333333334,,,,4.738743878952642,1.373324790957966,0,0,1,0,0,0,0,,,RETAINED,-0.285099094330746
2013,P0018,AB de Villiers,RCB,,,13.876162790697672,11.380553836633664,-0.2927376760563387,42.47141305574855,5.0,6.766666666666667,3.7387068965517223,4.391899268027676,22.30749280597315,2.495608954064007,8.321326317091666,0,0,1,0,0,0,0,,,RETAINED,19.841494648318044
2013,P0020,AC Gilchrist,PBKS,,,2.6732558139534888,13.462061030321784,13.088028169014084,68.41011679670743,5.0,4.9,0.7124999999999999,11.69321852340145,10.721561869359398,-10.788805216368296,9.741115004429785,0,0,1,0,0,0,0,,,RETAINED,9.191482886379678
2013,P0022,AD Mascarenhas,PBKS,,,3.061524206402553,0.964216549295774,3.359889558423717,8.232034550629097,4.0,3.7666666666666666,3.8836126462190306,10.425089918946302,11.04155483175268,2.097307657106779,2.4618767713740146,0,0,1,0,0,0,0,,,RETAINED,1.0612907257115969
2013,P0023,AD Mathews,PUNE,,,5.28298688934111,9.843738996478873,-1.0583562235996693,14.068369662220313,3.0,8.933333333333334,13.176771781708116,12.919433473250404,27.93814522251124,-4.560752107137763,4.689456554073438,0,0,1,0,0,0,0,,,RETAINED,6.703398465067039
2013,P0025,AD Russell,DC,,,-0.5458808767865748,,,-0.5458808767865748,1.0,4.166666666666667,-2.298547243159831,-2.889289365879566,-2.889289365879566,,-0.5458808767865748,0,0,1,0,0,0,0,,,RETAINED,-1.2872816690190554
2013,P0026,AG Murtaza,PUNE,,,0.4764213937570987,5.4428043355932445,2.0339843749999975,7.95321010435034,3.0,0.5666666666666667,,,,-4.966382941836146,2.6510700347834466,0,0,1,0,0,0,0,,,RETAINED,-1.118275111738415
2013,P0030,AL Menaria,RR,,,1.6418485023304874,5.786668344032208,,7.428516846362696,2.0,7.566666666666666,,,,-4.14481984170172,3.714258423181348,0,0,1,0,0,0,0,,,RETAINED,-0.1120221712538226
2013,P0032,AM Nayar,PWI,,,-1.592187974217797,-0.8676246846439453,1.3755721830985923,16.001806271263398,5.0,1.8333333333333333,,,,-0.7245632895738516,-0.36141349192105005,0,0,1,0,0,0,0,,,RETAINED,0.7590258174547166
2013,P0033,AM Rahane,RR,,,12.623255813953485,3.974495281559404,3.919201077043778,18.751794826672572,4.0,14.933333333333334,2.5840086206896533,5.602416580888658,5.602416580888658,8.64876053239408,6.838984057518888,0,0,1,0,0,0,0,,,RETAINED,5.0627675840978625
2013,P0034,AN Ahmed,Unknown,,,0.1681857457839219,0.5846240335314448,-1.0519476232394367,-0.29913784392407006,3.0,0.43333333333333335,,,,-0.4164382877475229,-0.09971261464135668,0,0,1,0,0,0,0,,,RETAINED,1.6442307692307685
2013,P0035,AP Tare,MI,,,1.5274207746478874,,,1.5274207746478874,1.0,1.3666666666666667,,,,,1.5274207746478874,0,0,1,0,0,0,0,,,RETAINED,5.420068807339449
2013,P0036,AR Patel,PBKS,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,RETAINED,
2013,P0040,AT Rayudu,MI,,,8.197923588039863,9.839099241955443,14.782306338028173,32.81932916802348,3.0,8.7,,,,-1.64117565391558,10.93977638934116,0,0,1,0,0,0,0,,,RETAINED,5.274894877675841
2013,P0042,Aaron Finch,PWI,,,,,,,,,,,,,,0,0,1,0,0,0,0,Overseas,,RETAINED,
2013,P0054,Abhishek Nayar,PWI,506.25,6.2270306184207485,,,,,,,,,,,,1,0,0,0,0,1,0,Indian,All-Rounder,SOLD,
2013,P0067,Ajantha Mendis,PWI,543.75,6.298489582402894,,,,,,,,,,,,0,0,0,0,1,0,0,Overseas,Bowler,SOLD,
2013,P0079,Akila Dananjaya,CSK,15.0,2.70805020110221,,,,,,,,,,,,0,0,0,0,0,1,0,Overseas,All-Rounder,SOLD,
2013,P0099,Anand Rajan,Unknown,,,-0.7186833323401469,-0.2255108173076925,,-0.9441941496478394,2.0,2.533333333333333,,,,-0.4931725150324544,-0.4720970748239197,0,0,1,0,0,0,0,,,RETAINED,3.4519230769230766
2013,P0115,Ankit Rajpoot,CSK,,,,,,,,,,,,,,1,0,1,0,1,0,0,Indian,Bowler,RETAINED,
2013,P0114,Ankit Sharma,RR,,,5.640688651597548,,,5.640688651597548,1.0,5.333333333333333,,,,,5.640688651597548,0,0,1,0,0,0,0,,,RETAINED,-0.0480769230769233
2013,P0136,Ashish Nehra,DC,,,,,,,,,,,,,,1,0,1,0,0,0,0,Indian,,RETAINED,
2013,P0154,Azhar Mahmood,PBKS,,,10.050111426643124,,,10.050111426643124,1.0,13.666666666666666,,,,,10.050111426643124,0,0,1,0,0,0,0,,,RETAINED,10.111786932486469
2013,P0158,B Chipli,DC,,,0.1424418604651158,5.252347235066915,-1.0765642303433005,4.31822486518873,3.0,1.1666666666666667,,,,-5.109905374601799,1.4394082883962434,0,0,1,0,0,0,0,,,RETAINED,-0.2517106269113149
2013,P0159,B Kumar,PUNE,,,5.459740167500776,3.0462248437670003,,8.505965011267776,2.0,9.366666666666667,1.6652382040477187,,1.6652382040477187,2.4135153237337756,4.252982505633888,0,0,1,0,0,0,0,,,RETAINED,12.476817219477764
2013,P0160,B Lee,KKR,,,5.962808540389674,4.882107900221689,-2.115080325704227,20.251608513831698,5.0,8.5,2.2771870289037945,1.0264780736799137,12.26518045756241,1.0807006401679855,2.9099453716357124,0,0,1,0,0,0,0,,,RETAINED,3.0586362032462944
2013,P0164,BA Bhatt,PBKS,,,0.2587441727820249,-0.0757825462748829,,0.18296162650714198,2.0,3.4,,,,0.3345267190569078,0.09148081325357099,0,0,1,0,0,0,0,,,RETAINED,1.365384615384615
2013,P0166,BAW Mendis,PWI,,,0.8652838908450704,0.0487446406108148,1.368148510014656,2.282177041470541,3.0,1.7,6.448990474212122,8.865462281840646,28.89728519341652,0.8165392502342556,0.7607256804901804,0,0,1,0,0,0,0,,,RETAINED,2.4874941190308144
2013,P0167,BB McCullum,KKR,,,-0.6319767441860478,12.10532951732673,0.7733714788732389,32.025172999947586,5.0,9.566666666666666,17.756465517241374,26.55860067478698,59.86021672562484,-12.737306261512778,4.082241417337974,0,0,1,0,0,0,0,,,RETAINED,-0.079577599388379
2013,P0170,BJ Hodge,RR,,,6.938630696082678,10.247253618519474,1.92071963028169,28.081468794263465,5.0,6.4,0.1534090909090908,3.0289726890336643,3.0289726890336643,-3.308622922436797,6.368867981627948,0,0,1,0,0,0,0,,,RETAINED,10.741978358033409
2013,P0183,Ben Laughlin,CSK,15.0,2.70805020110221,,,,,,,,,,,,0,0,0,0,1,0,0,Overseas,Bowler,SOLD,
2013,P0197,Bipul Sharma,PBKS,,,1.1977121531014845,4.296367242751061,-0.204731514084507,5.289347881768038,3.0,3.1666666666666665,,,,-3.0986550896495766,1.763115960589346,0,0,1,0,0,0,0,,,RETAINED,1.5288461538461533
2013,P0201,Brad Hogg,RR,,,,,,,,,,,,,,0,0,1,0,0,0,0,Overseas,,RETAINED,
2013,P0213,CA Pujara,RCB,,,-0.8206810631229242,0.6862004950495049,1.5430017605633797,1.4085211924899603,3.0,0.7666666666666667,,,,-1.506881558172429,0.4695070641633201,0,0,1,0,0,0,0,,,RETAINED,-0.351108562691131
2013,P0214,CH Gayle,RCB,,,28.091468766784764,43.89075182243499,13.76873899647887,92.55437484378055,4.0,16.733333333333334,17.680322615585496,21.573215938348007,50.0680705041369,-15.799283055650228,28.58365319523288,0,0,1,0,0,0,0,,,RETAINED,31.842557633498
2013,P0219,CL White,SRH,,,18.148077738210887,0.8608079362623773,1.1336652728873242,20.148619456579976,4.0,11.566666666666666,0.1895664134369994,4.20617089104894,28.807703915870693,17.28726980194851,6.714183649120195,0,0,1,0,0,0,0,,,RETAINED,4.624705951540815
2013,P0243,Christopher Barnwell,RCB,37.5,3.624340932976365,,,,,,,,,,,,0,0,0,0,0,1,0,Overseas,All-Rounder,SOLD,
2013,P0240,Christopher Morris,CSK,468.75,6.15006957728462,,,,,,,,,,,,0,0,0,0,0,1,0,Overseas,All-Rounder,SOLD,
2013,P0244,Clinton McKay,SRH,75.0,4.31748811353631,,,,,,,,,,,,0,0,0,0,1,0,0,Overseas,Bowler,SOLD,
2013,P0252,DA Miller,PBKS,,,2.516445182724251,,,2.516445182724251,1.0,2.533333333333333,3.6256465517241376,4.128735274775547,8.867208828837764,,2.516445182724251,0,0,1,0,0,0,0,,,RETAINED,21.792650993883793
2013,P0253,DA Warner,DC,,,11.380232558139532,9.205385597153462,12.788952464788732,38.26716431786163,4.0,5.366666666666666,12.551249999999996,15.51455845771144,44.69458840503404,2.17484696098607,11.124856873360576,0,0,1,0,0,0,0,,,RETAINED,11.785808486238537
2013,P0254,DB Das,KKR,,,3.454983388704317,1.5492132705795498,,5.004196659283867,2.0,3.2,,,,1.9057701181247673,2.5020983296419335,0,0,1,0,0,0,0,,,RETAINED,0.3681574923547401
2013,P0255,DB Ravi Teja,SRH,,,-0.0122923588039867,6.411565598309488,0.1012711864406767,9.801020028314156,4.0,0.13333333333333333,,,,-6.423857957113475,2.1668481419820593,0,0,1,0,0,0,0,,,RETAINED,-0.3831995412844038
2013,P0258,DH Yagnik,RR,,,1.3319767441860464,-0.5614808941831684,,0.770495850002878,2.0,0.4666666666666667,,,,1.8934576383692148,0.385247925001439,0,0,1,0,0,0,0,,,RETAINED,3.8924025229357806
2013,P0259,DJ Bravo,CSK,,,16.69999466945788,3.0363334376020026,2.9569212147887294,37.459504076958154,5.0,21.133333333333333,10.723609442696894,12.037338772959657,17.433786535653617,13.663661231855876,7.5644164406162036,0,0,1,0,0,0,0,,,RETAINED,6.572912255939761
2013,P0261,DJ Hussey,PBKS,,,10.740062617289244,-0.8906590219032209,2.600110035211266,23.43426713910501,5.0,12.266666666666667,2.8393786871624425,3.9909976755538192,36.22326332337435,11.630721639192465,4.149837876865763,0,0,1,0,0,0,0,,,RETAINED,4.631902787579394
2013,P0267,DPMD Jayawardene,DC,,,2.684634551495016,7.082704207920791,19.687323943661973,43.31470166698869,5.0,10.2,6.950862068965517,13.159278321038485,38.499683643091345,-4.3980696564257755,9.818220901025926,0,0,1,0,0,0,0,,,RETAINED,3.2144304281345626
