player_id,canonical_name,aliases
P0532,Vijay Shankar,Vijay Shankar
P0533,Vinay Kumar,Vinay Kumar
P0534,Virat Kohli,Virat Kohli
P0535,Virender Sehwag,Virender Sehwag
P0536,Vishal Nishad,Vishal Nishad
P0537,Vishnu Solanki,Vishnu Solanki
P0538,Vishnu Vinod,Vishnu Vinod
P0539,Vivek Singh,Vivek Singh
P0540,Vivrant Sharma,Vivrant Sharma
P0541,Wanindu Hasaranga,Wanindu Hasaranga
P0542,Washington Sundar,Washington Sundar
P0543,Wasim Jaffer,Wasim Jaffer
P0544,Wayne Parnell,Wayne Parnell
P0545,Will Jacks,Will Jacks
P0546,Wriddhiman Saha,Wriddhiman Saha
P0547,Writtick Chatterjee,Writtick Chatterjee
P0548,Yash Dayal,Yash Dayal
P0549,Yash Dhull,Yash Dhull
P0550,Yash Raj Punja,Yash Raj Punja
P0551,Yash Thakur,Yash Thakur
P0552,Yashasvi Jaiswal,Yashasvi Jaiswal
P0553,Yudhvir Charak,Yudhvir Charak
P0554,Yudhvir Singh,Yudhvir Singh
P0555,Yusuf Abdulla,Yusuf Abdulla
P0556,Yusuf Pathan,Yusuf Pathan
P0557,Yuvraj Singh,Yuvraj Singh
P0558,Yuzvendra Chahal,Yuzvendra Chahal
P0559,Zaheer Khan,Zaheer Khan
P0560,Zak Foulkes,Zak Foulkes
