season,player,matches_played,team,bat_innings,runs,balls_faced,fours,sixes,bat_dots,dismissals,highest_score,not_outs,fifties,hundreds,batting_avg,batting_sr,bowl_innings,overs,balls_bowled,runs_conceded,wickets,bowl_dots,wides,no_balls,fours_conceded,sixes_conceded,bowling_avg,economy,bowling_sr,four_wickets,five_wickets,best_figures,catches,run_outs,stumpings
2008,V Kohli,12.0,Royal Challengers Bangalore,12.0,165.0,168.0,18.0,4.0,82.0,11.0,38.0,1.0,0.0,0.0,15.0,98.21428571428571,4.0,8.1,49.0,62.0,2.0,7.0,0.0,0.0,3.0,1.0,31.0,7.591836734693878,24.5,0.0,0.0,2/25,,,
2008,LR Shukla,12.0,Kolkata Knight Riders,12.0,163.0,127.0,17.0,5.0,44.0,8.0,42.0,4.0,0.0,0.0,20.375,128.3464566929134,9.0,12.6,78.0,126.0,6.0,18.0,0.0,0.0,10.0,4.0,21.0,9.692307692307692,13.0,0.0,0.0,3/6,,,
2008,A Symonds,3.0,Deccan Chargers,3.0,161.0,111.0,15.0,9.0,47.0,2.0,117.0,1.0,0.0,1.0,80.5,145.04504504504504,3.0,6.8,44.0,106.0,0.0,9.0,0.0,0.0,6.0,9.0,0.0,14.454545454545455,0.0,0.0,0.0,0/24,,,
2008,WP Saha,10.0,Kolkata Knight Riders,10.0,159.0,119.0,12.0,7.0,46.0,5.0,59.0,5.0,1.0,0.0,31.8,133.61344537815125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,VVS Laxman,6.0,Deccan Chargers,6.0,155.0,134.0,22.0,1.0,53.0,5.0,52.0,1.0,1.0,0.0,31.0,115.67164179104476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,LA Pomersbach,5.0,Kings XI Punjab,5.0,152.0,101.0,13.0,9.0,36.0,1.0,79.0,4.0,1.0,0.0,152.0,150.4950495049505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,LRPL Taylor,4.0,Royal Challengers Bangalore,4.0,149.0,85.0,13.0,10.0,28.0,4.0,53.0,0.0,1.0,0.0,37.25,175.2941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,SM Pollock,8.0,Mumbai Indians,8.0,147.0,116.0,12.0,8.0,47.0,8.0,33.0,0.0,0.0,0.0,18.375,126.72413793103448,13.0,46.4,280.0,307.0,11.0,130.0,0.0,0.0,30.0,9.0,27.90909090909091,6.578571428571429,25.454545454545453,0.0,0.0,3/12,,,
2008,KD Karthik,8.0,Delhi Daredevils,8.0,145.0,108.0,13.0,4.0,35.0,6.0,56.0,2.0,1.0,0.0,24.166666666666668,134.25925925925927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,S Vidyut,8.0,Chennai Super Kings,8.0,145.0,115.0,21.0,3.0,55.0,8.0,54.0,0.0,1.0,0.0,18.125,126.08695652173914,1.0,2.1,13.0,22.0,1.0,5.0,0.0,0.0,1.0,2.0,22.0,10.153846153846155,13.0,0.0,0.0,1/22,,,
2008,RA Jadeja,9.0,Rajasthan Royals,9.0,135.0,108.0,11.0,6.0,46.0,7.0,36.0,2.0,0.0,0.0,19.285714285714285,125.0,2.0,2.1,13.0,21.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,9.692307692307693,0.0,0.0,0.0,0/21,,,
2008,IK Pathan,10.0,Kings XI Punjab,10.0,131.0,120.0,9.0,6.0,56.0,6.0,40.0,4.0,0.0,0.0,21.833333333333332,109.16666666666666,14.0,54.4,336.0,361.0,15.0,150.0,0.0,0.0,32.0,13.0,24.066666666666666,6.446428571428571,22.4,0.0,0.0,2/47,,,
2008,Kamran Akmal,6.0,Rajasthan Royals,6.0,128.0,78.0,13.0,8.0,33.0,5.0,53.0,1.0,1.0,0.0,25.6,164.1025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,MF Maharoof,8.0,Delhi Daredevils,8.0,125.0,79.0,10.0,7.0,27.0,6.0,39.0,2.0,0.0,0.0,20.833333333333332,158.22784810126583,10.0,37.0,226.0,255.0,15.0,84.0,0.0,0.0,17.0,10.0,17.0,6.769911504424779,15.066666666666666,0.0,0.0,3/34,,,
2008,Misbah-ul-Haq,8.0,Royal Challengers Bangalore,8.0,117.0,82.0,10.0,6.0,31.0,7.0,47.0,1.0,0.0,0.0,16.714285714285715,142.6829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,W Jaffer,6.0,Royal Challengers Bangalore,6.0,115.0,110.0,12.0,3.0,52.0,6.0,50.0,0.0,1.0,0.0,19.166666666666668,104.54545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,CL White,8.0,Royal Challengers Bangalore,8.0,114.0,105.0,8.0,4.0,40.0,7.0,31.0,1.0,0.0,0.0,16.285714285714285,108.57142857142857,1.0,1.1,7.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,20.57142857142857,0.0,0.0,0.0,0/24,,,
2008,P Kumar,12.0,Royal Challengers Bangalore,12.0,112.0,100.0,10.0,6.0,53.0,10.0,34.0,2.0,0.0,0.0,11.2,112.00000000000001,13.0,45.1,275.0,376.0,11.0,109.0,0.0,0.0,36.0,16.0,34.18181818181818,8.203636363636363,25.0,0.0,0.0,3/24,,,
2008,SB Styris,8.0,Deccan Chargers,8.0,112.0,124.0,9.0,2.0,52.0,6.0,36.0,2.0,0.0,0.0,18.666666666666668,90.32258064516128,8.0,27.5,167.0,201.0,3.0,61.0,0.0,0.0,10.0,11.0,67.0,7.221556886227545,55.666666666666664,0.0,0.0,1/24,,,
2008,DB Ravi Teja,6.0,Deccan Chargers,6.0,109.0,85.0,10.0,5.0,34.0,6.0,40.0,0.0,0.0,0.0,18.166666666666668,128.23529411764707,1.0,2.0,12.0,19.0,1.0,3.0,0.0,0.0,0.0,2.0,19.0,9.5,12.0,0.0,0.0,1/19,,,
2008,MK Tiwary,7.0,Delhi Daredevils,7.0,104.0,87.0,16.0,0.0,33.0,4.0,39.0,3.0,0.0,0.0,26.0,119.54022988505749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,TM Dilshan,7.0,Delhi Daredevils,7.0,104.0,79.0,14.0,3.0,34.0,6.0,33.0,1.0,0.0,0.0,17.333333333333332,131.64556962025316,1.0,1.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1/3,,,
