player_id,canonical_name,aliases
P0125,Apoorv Vijay Wankhade,Apoorv Vijay Wankhade
P0126,Aradhya Shukla,Aradhya Shukla
P0127,Arjun Tendulkar,Arjun Tendulkar
P0128,Armaan Jaffer,Armaan Jaffer
P0129,Arpit Guleria,Arpit Guleria
P0130,Arshad Khan,Arshad Khan
P0131,Arshdeep Singh,Arshdeep Singh
P0132,Arshin Kulkarni,Arshin Kulkarni
P0133,Aryaman Vikram Birla,Aryaman Vikram Birla
P0134,Aryan Juyal,Aryan Juyal
P0135,Asela Gunarathna,Asela Gunarathna
P0136,Ashish Nehra,Ashish Nehra
P0137,Ashok Sharma,Ashok Sharma
P0138,Ashton Agar,Ashton Agar
P0139,Ashton Turner,Ashton Turner
P0140,Ashwani Kumar,Ashwani Kumar
P0141,Ashwin Das,Ashwin Das
P0142,Ashwin Hebbar,Ashwin Hebbar
P0143,Asif K M,Asif K M
P0144,Atal Rai,Atal Rai
P0145,Atharva Ankolekar,Atharva Ankolekar
P0146,Atharva Taide,Atharva Taide
P0147,Atit Sheth,Atit Sheth
P0148,Auqib Nabi,Auqib Nabi
P0149,Avanish Rao Aravelly,Avanish Rao Aravelly
P0150,Avesh Khan,Avesh Khan
P0151,Avi Barot,Avi Barot
P0152,Avinash Singh,Avinash Singh
P0153,Avneesh Sudha,Avneesh Sudha
P0154,Azhar Mahmood,Azhar Mahmood
P0155,Azim Kazi,Azim Kazi
P0156,Azmatullah Omarzai,Azmatullah Omarzai
P0157,B Akhil,B Akhil
P0158,B Chipli,B Chipli
P0159,B Kumar,B Kumar
P0160,B Lee,B Lee
P0161,B R Sharath,B R Sharath
P0162,B Sai Sudharsan,B Sai Sudharsan
P0163,B Surya,B Surya
P0164,BA Bhatt,BA Bhatt
P0165,BA Stokes,BA Stokes
P0166,BAW Mendis,BAW Mendis
P0167,Brendon McCullum,BB McCullum|Brendon McCullum
P0168,Ben Cutting,BCJ Cutting|Ben Cutting
P0169,Beuran Hendricks,BE Hendricks|Beuran Hendricks
P0170,BJ Hodge,BJ Hodge
P0171,Baba Aparajith,Baba Aparajith
P0172,Baba Indrajith,Baba Indrajith
P0173,Baltej Dhanda,Baltej Dhanda
P0174,Bandaru Ayyappa,Bandaru Ayyappa
P0175,Barinder Singh Saran,Barinder Singh Saran
P0176,Barinder Singh Sran,Barinder Singh Sran|Barinder Sran
P0177,Basil Thampi,Basil Thampi
P0178,Basit Bashir,Basit Bashir
P0179,Ben Duckett,Ben Duckett
P0180,Ben Dunk,Ben Dunk
P0181,Ben Dwarshuis,Ben Dwarshuis
P0182,Ben Hilfenhaus,Ben Hilfenhaus
P0183,Ben Laughlin,Ben Laughlin
P0184,Ben McDermott,Ben McDermott
P0185,Benjamin Stokes,Ben Stokes|Benjamin Stokes
P0186,Benny Howell,Benny Howell
P0187,Bevon Jacobs,Bevon Jacobs
P0188,Bhagath Varma,Bhagath Varma
P0189,Bhagath Verma,Bhagath Verma
P0190,Bhagmender Lather,Bhagmender Lather
P0191,Bhanuka Rajapaksa,Bhanuka Rajapaksa
P0192,Bhupen Lalwani,Bhupen Lalwani
P0193,Bhuvneshwar Kumar,Bhuvneshwar Kumar
P0194,Bhuwan Rohilla,Bhuwan Rohilla
P0195,Billy Stanlake,Billy Stanlake
P0196,Bipin Saurabh,Bipin Saurabh
P0197,Bipul Sharma,Bipul Sharma
P0198,Blessing Muzarabani,Blessing Muzarabani
P0199,Brad Haddin,Brad Haddin
P0200,Brad Hodge,Brad Hodge
P0201,Brad Hogg,Brad Hogg
P0202,Brandon King,Brandon King
P0203,Brendan Taylor,Brendan Taylor
P0204,Brett Lee,Brett Lee
P0205,Brijesh Sharma,Brijesh Sharma
P0206,Brydon Carse,Brydon Carse
P0207,C Andre Siddarth,C Andre Siddarth
P0208,C Hari Nishaanth,C Hari Nishaanth|Hari Nishanth
P0209,C M Gautam,C M Gautam
P0210,C Munro,C Munro
P0211,Colin De Grandhomme,C de Grandhomme|Colin De Grandhomme
P0212,CA Lynn,CA Lynn
P0213,CA Pujara,CA Pujara
P0214,CH Gayle,CH Gayle
P0215,CH Morris,CH Morris
P0216,CJ Anderson,CJ Anderson
P0217,CJ Ferguson,CJ Ferguson
P0218,CJ Jordan,CJ Jordan
P0219,CL White,CL White
P0220,CR Brathwaite,CR Brathwaite
P0221,CV Varun,CV Varun
P0222,Callum Ferguson,Callum Ferguson
P0223,Cameron Delport,Cameron Delport
P0224,Cameron Green,Cameron Green
P0225,Cameron White,Cameron White
P0226,Carlos Brathwaite,Carlos Brathwaite
P0227,Chaitanya Bishnoi,Chaitanya Bishnoi
P0228,Chama Milind,Chama Milind
P0229,Chamika Karunaratne,Chamika Karunaratne
P0230,Charith Asalanka,Charith Asalanka
P0231,Charl Langeveldt,Charl Langeveldt
P0232,Chetan Sakariya,Chetan Sakariya
P0233,Cheteshwar Pujara,Cheteshwar Pujara
P0234,Chintal Gandhi,Chintal Gandhi|Chirag Gandhi
P0235,Chirag Suri,Chirag Suri
P0236,Chris Gayle,Chris Gayle|Christopher Gayle
P0237,Chris Green,Chris Green
P0238,Chris Jordan,Chris Jordan
P0239,Chris Lynn,Chris Lynn
P0240,Christopher Morris,Chris Morris|Christopher Morris
P0241,Chris Woakes,Chris Woakes
P0242,Chris Wood,Chris Wood
P0243,Christopher Barnwell,Christopher Barnwell
P0244,Clinton McKay,Clint McKay|Clinton McKay
P0245,Colin Ingram,Colin Ingram
P0246,Colin Munro,Colin Munro
P0247,Cooper Connolly,Cooper Connolly
P0248,Corbin Bosch,Corbin Bosch
P0249,Corey Anderson,Corey Anderson
P0250,D Padikkal,D Padikkal
P0251,D Wiese,D Wiese
P0252,DA Miller,DA Miller|David Miller
P0253,DA Warner,DA Warner|David Warner
P0254,DB Das,DB Das
P0255,DB Ravi Teja,DB Ravi Teja
P0256,DE Bollinger,DE Bollinger
P0257,DG Nalkande,DG Nalkande
P0258,DH Yagnik,DH Yagnik
P0259,DJ Bravo,DJ Bravo
